#
# The Tor Project
#
# URL: https://metrics.torproject.org/webstats-tb-locale.csv?start=2020-12-27&end=2021-05-28
#
date,locale,initial_downloads,update_pings
2020-12-29,vi,41,254
2020-12-29,zh-CN,1027,9358
2020-12-29,??,7,884
2020-12-29,ja,129,12452
2020-12-29,pt-BR,1363,19173
2020-12-29,th,28,25
2020-12-29,da,47,478
2020-12-29,he,44,149
2020-12-29,sv-SE,53,876
2020-12-29,zh-TW,388,60781
2020-12-29,ca,74,910
2020-12-29,ga-IE,32,4
2020-12-29,id,47,432
2020-12-29,is,51,54
2020-12-29,nb-NO,41,181
2020-12-29,cs,50,1511
2020-12-29,el,46,310
2020-12-29,hu,42,812
2020-12-29,ka,38,17
2020-12-29,es-AR,67,745
2020-12-29,ro,45,156
2020-12-29,mk,33,15
2020-12-29,lt,39,23
2020-12-29,ms,22,12
2020-12-30,ar,129,2188
2020-12-30,de,3087,215861
2020-12-30,en-US,59189,1795515
2020-12-30,es-ES,2453,50976
2020-12-30,fa,101,1251
2020-12-30,fr,1819,59155
2020-12-30,it,994,31041
2020-12-30,ko,97,2336
2020-12-30,nl,134,4088
2020-12-30,pl,188,7922
2020-12-30,pt-PT,0,16
2020-12-30,ru,7365,412360
2020-12-30,tr,167,12864
2020-12-30,vi,60,240
2020-12-30,zh-CN,1200,9538
2020-12-30,??,11,1002
2020-12-30,ja,170,13819
2020-12-30,pt-BR,1247,18934
2020-12-30,th,62,38
2020-12-30,da,73,494
2020-12-30,he,61,167
2020-12-30,sv-SE,100,792
2020-12-30,zh-TW,456,59924
2020-12-30,ca,100,807
2020-12-30,ga-IE,64,3
2020-12-30,id,66,397
2020-12-30,is,72,71
2020-12-30,nb-NO,63,155
2020-12-30,cs,91,1521
2020-12-30,el,70,319
2020-12-30,hu,90,746
2020-12-30,ka,62,16
2020-12-30,es-AR,85,735
2020-12-30,ro,59,128
2020-12-30,mk,60,20
2020-12-30,lt,55,40
2020-12-30,ms,68,23
2020-12-31,ar,80,2017
2020-12-31,de,2716,175390
2020-12-31,en-US,51687,1598057
2020-12-31,es-ES,1926,42501
2020-12-31,fa,53,1070
2020-12-31,fr,1530,50487
2020-12-31,it,835,25829
2020-12-31,ko,92,2240
2020-12-31,nl,103,3410
2020-12-31,pl,194,6644
2020-12-31,pt-PT,0,14
2020-12-31,ru,6663,340448
2020-12-31,tr,148,11507
2020-12-31,vi,57,188
2020-12-31,zh-CN,908,9419
2020-12-31,??,9,915
2020-12-31,ja,166,14043
2020-12-31,pt-BR,1070,16654
2020-12-31,th,45,19
2020-12-31,da,56,410
2020-12-31,he,46,137
2020-12-31,sv-SE,75,710
2020-12-31,zh-TW,392,57232
2020-12-31,ca,68,650
2020-12-31,ga-IE,46,3
2020-12-31,id,67,353
2020-12-31,is,55,29
2020-12-31,nb-NO,53,138
2020-12-31,cs,68,1294
2020-12-31,el,54,245
2020-12-31,hu,46,802
2020-12-31,ka,46,11
2020-12-31,es-AR,65,676
2020-12-31,ro,54,127
2020-12-31,mk,51,23
2020-12-31,lt,50,19
2020-12-31,ms,37,21
2021-01-01,ar,118,2201
2021-01-01,de,3121,203588
2021-01-01,en-US,60992,1650537
2021-01-01,es-ES,1699,40105
2021-01-01,fa,33,1062
2021-01-01,fr,1533,53130
2021-01-01,it,855,28271
2021-01-01,ko,64,2144
2021-01-01,nl,70,4160
2021-01-01,pl,149,7070
2021-01-01,pt-PT,0,13
2021-01-01,ru,8524,381599
2021-01-01,tr,214,14234
2021-01-01,vi,40,169
2021-01-01,zh-CN,987,8920
2021-01-01,??,5,865
2021-01-01,ja,151,14748
2021-01-01,en-us,0,1
2021-01-01,pt-BR,826,13570
2021-01-01,th,34,22
2021-01-01,da,39,469
2021-01-01,he,33,98
2021-01-01,sv-SE,58,720
2021-01-01,zh-TW,288,56925
2021-01-01,ca,62,804
2021-01-01,ga-IE,27,0
2021-01-01,id,34,361
2021-01-01,is,27,34
2021-01-01,nb-NO,29,193
2021-01-01,cs,71,1486
2021-01-01,el,6964,255
2021-01-01,hu,46,919
2021-01-01,ka,29,10
2021-01-01,es-AR,52,576
2021-01-01,ro,50,136
2021-01-01,mk,32,24
2021-01-01,lt,30,26
2021-01-01,ms,27,16
2021-01-02,ar,115,2284
2021-01-02,de,3268,218447
2021-01-02,en-US,62853,1798146
2021-01-02,es-ES,2375,48161
2021-01-02,fa,45,1289
2021-01-02,fr,1904,59577
2021-01-02,it,1152,34896
2021-01-02,ko,77,2275
2021-01-02,nl,91,4572
2021-01-02,pl,149,7885
2021-01-02,pt-PT,0,18
2021-01-02,ru,8687,417250
2021-01-02,tr,190,13885
2021-01-02,vi,45,182
2021-01-02,zh-CN,1141,9919
2021-01-02,??,11,967
2021-01-02,ja,154,14681
2021-01-02,pt-BR,1084,15466
2021-01-02,th,34,32
2021-01-02,da,67,475
2021-01-02,he,36,174
2021-01-02,sv-SE,74,850
2021-01-02,zh-TW,333,57087
2021-01-02,ca,64,814
2021-01-02,ga-IE,40,4
2021-01-02,id,53,393
2021-01-02,is,49,70
2021-01-02,nb-NO,37,218
2021-01-02,cs,56,1420
2021-01-02,el,52,340
2021-01-02,hu,48,816
2021-01-02,ka,29,3
2021-01-02,en-Us,0,1
2021-01-02,es-AR,69,672
2021-01-02,ro,51,169
2021-01-02,mk,40,20
2021-01-02,lt,40,32
2021-01-02,ms,29,14
2021-01-03,ar,152,2219
2021-01-03,de,3450,227490
2021-01-03,en-US,69654,1836278
2021-01-03,es-ES,2420,48898
2021-01-03,fa,83,1220
2021-01-03,fr,2130,62832
2021-01-03,it,1086,35503
2021-01-03,ko,111,2357
2021-01-03,nl,113,4509
2021-01-03,pl,182,8438
2021-01-03,pt-PT,0,22
2021-01-03,ru,8647,426971
2021-01-03,tr,198,13683
2021-01-03,vi,76,177
2021-01-03,zh-CN,1007,9519
2021-01-03,??,33,904
2021-01-03,ja,156,15783
2021-01-03,pt-BR,1339,16346
2021-01-03,th,75,44
2021-01-03,da,78,498
2021-01-03,he,62,186
2021-01-03,sv-SE,91,877
2021-01-03,zh-TW,396,59157
2021-01-03,ca,100,770
2021-01-03,ga-IE,63,0
2021-01-03,id,69,383
2021-01-03,is,62,82
2021-01-03,nb-NO,74,252
2021-01-03,cs,87,1550
2021-01-03,el,78,328
2021-01-03,hu,69,854
2021-01-03,ka,69,28
2021-01-03,es-AR,102,772
2021-01-03,ro,84,151
2021-01-03,mk,61,36
2021-01-03,lt,71,47
2021-01-03,ms,66,24
2021-01-04,ar,123,2372
2021-01-04,de,3301,231917
2021-01-04,en-US,64331,1919822
2021-01-04,es-ES,2445,53284
2021-01-04,fa,67,1207
2021-01-04,fr,1986,66816
2021-01-04,it,1063,33820
2021-01-04,ko,103,2292
2021-01-04,nl,103,4292
2021-01-04,pl,204,8317
2021-01-04,pt-PT,0,22
2021-01-04,ru,8190,435111
2021-01-04,tr,170,12477
2021-01-04,vi,68,221
2021-01-04,zh-CN,1020,9967
2021-01-04,??,42,954
2021-01-04,ja,164,16056
2021-01-04,pt-BR,1279,17909
2021-01-04,th,57,48
2021-01-04,da,82,464
2021-01-04,he,71,209
2021-01-04,sv-SE,105,946
2021-01-04,zh-TW,377,60659
2021-01-04,ca,104,950
2021-01-04,ga-IE,60,5
2021-01-04,id,78,454
2021-01-04,is,65,57
2021-01-04,nb-NO,70,210
2021-01-04,cs,88,1625
2021-01-04,el,65,275
2021-01-04,hu,80,870
2021-01-04,ka,69,12
2021-01-04,es-AR,93,727
2021-01-04,ro,73,181
2021-01-04,mk,53,24
2021-01-04,lt,72,34
2021-01-04,ms,57,31
2021-01-05,ar,142,2523
2021-01-05,de,4267,225595
2021-01-05,en-US,66230,1880958
2021-01-05,es-ES,2369,51083
2021-01-05,fa,58,1370
2021-01-05,fr,4763,76197
2021-01-05,it,1100,34174
2021-01-05,ko,53,2187
2021-01-05,nl,60,4097
2021-01-05,pl,162,7970
2021-01-05,pt-PT,0,15
2021-01-05,ru,7976,430986
2021-01-05,tr,160,12359
2021-01-05,vi,48,201
2021-01-05,zh-CN,1035,10178
2021-01-05,??,19,900
2021-01-05,ja,173,16023
2021-01-05,pt-BR,1256,17450
2021-01-05,th,32,37
2021-01-05,da,49,500
2021-01-05,he,33,161
2021-01-05,sv-SE,59,868
2021-01-05,zh-TW,337,59746
2021-01-05,ca,76,788
2021-01-05,ga-IE,34,8
2021-01-05,id,37,459
2021-01-05,is,29,58
2021-01-05,nb-NO,34,177
2021-01-05,cs,44,1511
2021-01-05,el,44,244
2021-01-05,hu,43,901
2021-01-05,ka,39,6
2021-01-05,es-AR,70,799
2021-01-05,ro,44,144
2021-01-05,mk,34,26
2021-01-05,lt,32,50
2021-01-05,ms,31,32
2021-01-06,ar,124,2477
2021-01-06,de,3650,223932
2021-01-06,en-US,63543,1866369
2021-01-06,es-ES,2370,50210
2021-01-06,fa,71,1242
2021-01-06,fr,3184,72120
2021-01-06,it,1058,36754
2021-01-06,ko,68,2311
2021-01-06,nl,87,4184
2021-01-06,pl,183,8194
2021-01-06,pt-PT,0,25
2021-01-06,ru,7741,423209
2021-01-06,tr,146,12439
2021-01-06,vi,52,193
2021-01-06,zh-CN,1093,10636
2021-01-06,??,19,845
2021-01-06,ja,127,12420
2021-01-06,pt-BR,1146,17827
2021-01-06,th,54,27
2021-01-06,da,60,485
2021-01-06,he,51,197
2021-01-06,sv-SE,110,999
2021-01-06,zh-TW,422,61147
2021-01-06,ca,82,774
2021-01-06,ga-IE,35,3
2021-01-06,id,49,646
2021-01-06,is,64,71
2021-01-06,nb-NO,45,146
2021-01-06,cs,66,1517
2021-01-06,el,50,216
2021-01-06,hu,63,825
2021-01-06,ka,46,16
2021-01-06,es-AR,97,740
2021-01-06,ro,62,193
2021-01-06,mk,39,35
2021-01-06,lt,54,37
2021-01-06,ms,41,44
2021-01-07,ar,113,2397
2021-01-07,de,3257,222585
2021-01-07,en-US,63214,1871085
2021-01-07,es-ES,2510,53569
2021-01-07,fa,55,1235
2021-01-07,fr,2383,65933
2021-01-07,it,859,33173
2021-01-07,ko,61,2303
2021-01-07,nl,85,3968
2021-01-07,pl,262,8138
2021-01-07,pt-PT,0,35
2021-01-07,ru,7558,425399
2021-01-07,tr,146,12403
2021-01-07,vi,59,179
2021-01-07,zh-CN,1042,11052
2021-01-07,??,9,873
2021-01-07,ja,173,12618
2021-01-07,pt-BR,1124,17363
2021-01-07,th,48,22
2021-01-07,da,68,414
2021-01-07,he,53,148
2021-01-07,sv-SE,77,864
2021-01-07,zh-TW,576,64251
2021-01-07,ca,93,922
2021-01-07,ga-IE,44,4
2021-01-07,id,55,477
2021-01-07,is,55,70
2021-01-07,nb-NO,44,168
2021-01-07,cs,65,1498
2021-01-07,el,55,248
2021-01-07,hu,53,824
2021-01-07,ka,41,5
2021-01-07,es-AR,82,692
2021-01-07,ro,53,141
2021-01-07,mk,48,29
2021-01-07,lt,53,36
2021-01-07,ms,45,42
2021-01-08,ar,133,2305
2021-01-08,de,3205,222825
2021-01-08,en-US,63658,1872379
2021-01-08,es-ES,2670,53273
2021-01-08,fa,50,1097
2021-01-08,fr,2169,65954
2021-01-08,it,931,33141
2021-01-08,ko,85,2372
2021-01-08,nl,109,3878
2021-01-08,pl,208,8019
2021-01-08,pt-PT,0,20
2021-01-08,ru,7842,439176
2021-01-08,tr,164,12208
2021-01-08,vi,60,211
2021-01-08,zh-CN,999,9879
2021-01-08,??,4,1074
2021-01-08,ja,159,13241
2021-01-08,pt-BR,1080,17095
2021-01-08,th,39,28
2021-01-08,da,71,464
2021-01-08,he,45,120
2021-01-08,sv-SE,70,830
2021-01-08,zh-TW,567,63131
2021-01-08,ca,82,842
2021-01-08,ga-IE,42,15
2021-01-08,id,64,424
2021-01-08,is,53,63
2021-01-08,nb-NO,51,206
2021-01-08,cs,62,1517
2021-01-08,el,71,281
2021-01-08,hu,61,885
2021-01-08,ka,52,15
2021-01-08,es-AR,70,759
2021-01-08,ro,60,163
2021-01-08,mk,44,16
2021-01-08,lt,51,50
2021-01-08,ms,38,41
2021-01-09,ar,133,2362
2021-01-09,de,3565,221544
2021-01-09,en-US,74454,1903367
2021-01-09,es-ES,2457,51032
2021-01-09,fa,50,1244
2021-01-09,fr,2245,63678
2021-01-09,it,863,34023
2021-01-09,ko,80,2189
2021-01-09,nl,108,3075
2021-01-09,pl,150,7921
2021-01-09,pt-PT,0,12
2021-01-09,ru,7843,450556
2021-01-09,tr,161,13946
2021-01-09,vi,43,255
2021-01-09,zh-CN,1059,9149
2021-01-09,??,5,993
2021-01-09,ja,186,14765
2021-01-09,pt-BR,1118,16477
2021-01-09,th,48,34
2021-01-09,da,50,495
2021-01-09,he,42,133
2021-01-09,sv-SE,72,970
2021-01-09,zh-TW,456,64884
2021-01-09,ca,69,872
2021-01-09,ga-IE,39,8
2021-01-09,id,52,380
2021-01-09,is,40,73
2021-01-09,nb-NO,48,189
2021-01-09,cs,63,1360
2021-01-09,el,57,288
2021-01-09,hu,53,746
2021-01-09,ka,47,15
2021-01-09,es-AR,64,727
2021-01-09,ro,54,198
2021-01-09,mk,43,17
2021-01-09,lt,45,45
2021-01-09,ms,46,39
2021-01-10,ar,182,2434
2021-01-10,de,4165,232461
2021-01-10,en-US,77647,1962911
2021-01-10,es-ES,2895,52930
2021-01-10,fa,103,1196
2021-01-10,fr,2588,67086
2021-01-10,it,949,34421
2021-01-10,ko,111,2278
2021-01-10,nl,123,4135
2021-01-10,pl,234,8910
2021-01-10,pt-PT,0,18
2021-01-10,ru,7615,440710
2021-01-10,tr,244,13454
2021-01-10,vi,90,210
2021-01-10,zh-CN,1073,9627
2021-01-10,??,73,943
2021-01-10,ja,233,14721
2021-01-10,pt-BR,1254,17034
2021-01-10,th,121,51
2021-01-10,da,90,530
2021-01-10,he,82,219
2021-01-10,sv-SE,127,1146
2021-01-10,zh-TW,565,64901
2021-01-10,ca,118,937
2021-01-10,ga-IE,81,10
2021-01-10,id,83,386
2021-01-10,is,81,88
2021-01-10,nb-NO,97,192
2021-01-10,cs,99,1514
2021-01-10,el,91,272
2021-01-10,hu,97,881
2021-01-10,ka,80,14
2021-01-10,es-AR,132,719
2021-01-10,ro,89,222
2021-01-10,mk,78,26
2021-01-10,lt,81,49
2021-01-10,ms,78,26
2021-01-11,ar,160,2366
2021-01-11,de,3790,228448
2021-01-11,en-US,80544,2029872
2021-01-11,es-ES,2898,63183
2021-01-11,fa,85,1184
2021-01-11,fr,2301,68685
2021-01-11,it,850,32221
2021-01-11,ko,106,2275
2021-01-11,nl,115,4131
2021-01-11,pl,200,8681
2021-01-11,pt-PT,0,28
2021-01-11,ru,7585,449459
2021-01-11,tr,199,12241
2021-01-11,vi,62,202
2021-01-11,zh-CN,1204,9834
2021-01-11,??,6,948
2021-01-11,ja,151,14477
2021-01-11,pt-BR,1270,18994
2021-01-11,th,54,19
2021-01-11,da,74,468
2021-01-11,he,62,182
2021-01-11,sv-SE,94,1146
2021-01-11,zh-TW,617,65257
2021-01-11,ca,98,947
2021-01-11,ga-IE,70,3
2021-01-11,id,73,452
2021-01-11,is,62,69
2021-01-11,nb-NO,58,169
2021-01-11,cs,87,1572
2021-01-11,el,76,318
2021-01-11,hu,83,907
2021-01-11,ka,65,36
2021-01-11,es-AR,106,776
2021-01-11,ro,68,211
2021-01-11,mk,63,36
2021-01-11,lt,53,41
2021-01-11,ms,59,38
2021-01-12,ar,179,2203
2021-01-12,de,3667,225435
2021-01-12,en-US,76273,1988044
2021-01-12,es-ES,3011,58365
2021-01-12,fa,76,1183
2021-01-12,fr,2530,68340
2021-01-12,it,764,31147
2021-01-12,ko,96,2197
2021-01-12,nl,108,3171
2021-01-12,pl,223,8506
2021-01-12,pt-PT,0,33
2021-01-12,ru,7515,449407
2021-01-12,tr,212,12712
2021-01-12,vi,72,195
2021-01-12,zh-CN,1146,9802
2021-01-12,??,47,916
2021-01-12,ja,167,12660
2021-01-12,pt-BR,1293,18617
2021-01-12,th,66,31
2021-01-12,da,82,492
2021-01-12,he,62,183
2021-01-12,sv-SE,90,989
2021-01-12,zh-TW,583,65455
2021-01-12,ca,92,926
2021-01-12,ga-IE,65,18
2021-01-12,id,75,457
2021-01-12,is,63,66
2021-01-12,nb-NO,73,194
2021-01-12,cs,92,1495
2021-01-12,el,84,308
2021-01-12,hu,71,883
2021-01-12,ka,66,29
2021-01-12,es-AR,96,722
2021-01-12,ro,82,194
2021-01-12,mk,64,42
2021-01-12,lt,66,40
2021-01-12,ms,68,32
2021-01-13,ar,169,2257
2021-01-13,de,3900,202131
2021-01-13,en-US,80437,1776788
2021-01-13,es-ES,2977,50572
2021-01-13,fa,126,1162
2021-01-13,fr,2371,60640
2021-01-13,it,894,27345
2021-01-13,ko,141,2113
2021-01-13,nl,162,3324
2021-01-13,pl,291,7307
2021-01-13,pt-PT,0,17
2021-01-13,ru,8063,410597
2021-01-13,tr,238,11621
2021-01-13,vi,116,213
2021-01-13,zh-CN,1236,9185
2021-01-13,??,32,995
2021-01-13,ja,222,11607
2021-01-13,pt-BR,1385,16104
2021-01-13,th,105,10
2021-01-13,da,123,420
2021-01-13,he,104,160
2021-01-13,sv-SE,190,858
2021-01-13,zh-TW,1184,65119
2021-01-13,ca,138,959
2021-01-13,ga-IE,107,13
2021-01-13,id,117,423
2021-01-13,is,106,61
2021-01-13,nb-NO,107,186
2021-01-13,cs,167,1389
2021-01-13,el,127,287
2021-01-13,hu,104,817
2021-01-13,ka,113,7
2021-01-13,es-AR,141,656
2021-01-13,ro,114,162
2021-01-13,mk,105,29
2021-01-13,lt,101,29
2021-01-13,ms,98,21
2021-01-14,ar,163,1637
2021-01-14,de,5252,107362
2021-01-14,en-US,84778,931040
2021-01-14,es-ES,3032,27230
2021-01-14,fa,88,554
2021-01-14,fr,2637,31094
2021-01-14,it,957,14727
2021-01-14,ko,133,1192
2021-01-14,nl,249,1614
2021-01-14,pl,305,4178
2021-01-14,pt-PT,0,18
2021-01-14,ru,8159,215563
2021-01-14,tr,236,5579
2021-01-14,vi,85,132
2021-01-14,zh-CN,1410,5689
2021-01-14,??,50,854
2021-01-14,ja,322,5154
2021-01-14,pt-BR,1342,9094
2021-01-14,th,81,12
2021-01-14,da,122,198
2021-01-14,he,82,83
2021-01-14,sv-SE,136,432
2021-01-14,zh-TW,2995,63702
2021-01-14,ca,112,455
2021-01-14,ga-IE,70,22
2021-01-14,id,94,213
2021-01-14,is,70,31
2021-01-14,nb-NO,88,97
2021-01-14,cs,111,621
2021-01-14,el,85,130
2021-01-14,hu,123,426
2021-01-14,ka,76,12
2021-01-14,es-AR,119,375
2021-01-14,ro,92,70
2021-01-14,mk,76,14
2021-01-14,lt,72,17
2021-01-14,ms,76,17
2021-01-15,ar,85,1553
2021-01-15,de,4213,95814
2021-01-15,en-US,78423,827406
2021-01-15,es-ES,2847,24867
2021-01-15,fa,36,432
2021-01-15,fr,2123,27171
2021-01-15,it,878,13666
2021-01-15,ko,70,1012
2021-01-15,nl,112,1418
2021-01-15,pl,225,3523
2021-01-15,pt-PT,0,14
2021-01-15,ru,7443,197002
2021-01-15,tr,173,5153
2021-01-15,vi,42,100
2021-01-15,zh-CN,1225,4981
2021-01-15,??,14,687
2021-01-15,ja,227,4605
2021-01-15,pt-BR,1232,8149
2021-01-15,th,39,14
2021-01-15,da,69,187
2021-01-15,he,31,60
2021-01-15,sv-SE,63,372
2021-01-15,zh-TW,1799,61315
2021-01-15,ca,81,421
2021-01-15,ga-IE,34,15
2021-01-15,id,68,197
2021-01-15,is,38,17
2021-01-15,nb-NO,42,93
2021-01-15,cs,77,597
2021-01-15,el,43,124
2021-01-15,hu,48,367
2021-01-15,ka,31,11
2021-01-15,es-AR,102,344
2021-01-15,ro,46,73
2021-01-15,mk,34,15
2021-01-15,lt,35,9
2021-01-15,ms,36,16
2021-01-16,ar,139,1488
2021-01-16,de,3713,91555
2021-01-16,en-US,78792,805296
2021-01-16,es-ES,2598,22700
2021-01-16,fa,78,536
2021-01-16,fr,2295,26211
2021-01-16,it,963,12897
2021-01-16,ko,223,1064
2021-01-16,nl,150,1372
2021-01-16,pl,224,3389
2021-01-16,pt-PT,0,11
2021-01-16,ru,7908,194256
2021-01-16,tr,231,5601
2021-01-16,vi,76,100
2021-01-16,zh-CN,1305,4802
2021-01-16,??,18,844
2021-01-16,ja,237,4682
2021-01-16,pt-BR,1124,7603
2021-01-16,th,67,24
2021-01-16,da,94,186
2021-01-16,he,65,68
2021-01-16,sv-SE,109,415
2021-01-16,zh-TW,1235,58187
2021-01-16,ca,104,439
2021-01-16,ga-IE,70,4
2021-01-16,id,70,188
2021-01-16,is,69,46
2021-01-16,nb-NO,74,90
2021-01-16,cs,120,518
2021-01-16,el,73,132
2021-01-16,hu,86,354
2021-01-16,ka,68,14
2021-01-16,es-AR,84,300
2021-01-16,ro,71,64
2021-01-16,mk,72,6
2021-01-16,lt,61,12
2021-01-16,ms,65,12
2021-01-17,ar,124,1325
2021-01-17,de,3707,93071
2021-01-17,en-US,77324,796279
2021-01-17,es-ES,2644,22552
2021-01-17,fa,62,435
2021-01-17,fr,2184,26409
2021-01-17,it,949,13889
2021-01-17,ko,113,975
2021-01-17,nl,119,1477
2021-01-17,pl,228,3516
2021-01-17,pt-PT,0,10
2021-01-17,ru,7461,189159
2021-01-17,tr,199,5341
2021-01-17,vi,62,86
2021-01-17,zh-CN,1297,4704
2021-01-17,??,43,789
2021-01-17,ja,180,4626
2021-01-17,pt-BR,1141,7365
2021-01-17,th,60,10
2021-01-17,da,79,186
2021-01-17,he,60,86
2021-01-17,sv-SE,101,398
2021-01-17,zh-TW,993,57209
2021-01-17,ca,90,444
2021-01-17,ga-IE,55,3
2021-01-17,id,74,184
2021-01-17,is,54,32
2021-01-17,nb-NO,61,90
2021-01-17,cs,84,503
2021-01-17,el,74,105
2021-01-17,hu,76,400
2021-01-17,ka,66,7
2021-01-17,es-AR,107,338
2021-01-17,ro,65,80
2021-01-17,mk,49,9
2021-01-17,lt,53,7
2021-01-17,ms,48,10
2021-01-18,ar,138,1456
2021-01-18,de,3548,92544
2021-01-18,en-US,82554,824603
2021-01-18,es-ES,2789,24121
2021-01-18,fa,86,529
2021-01-18,fr,1868,27429
2021-01-18,it,823,13072
2021-01-18,ko,113,938
2021-01-18,nl,102,1375
2021-01-18,pl,180,3592
2021-01-18,pt-PT,0,21
2021-01-18,ru,7536,188631
2021-01-18,tr,179,4703
2021-01-18,vi,82,83
2021-01-18,zh-CN,1251,4997
2021-01-18,??,19,625
2021-01-18,ja,180,4452
2021-01-18,pt-BR,1257,8125
2021-01-18,th,70,6
2021-01-18,da,90,200
2021-01-18,he,78,77
2021-01-18,sv-SE,124,455
2021-01-18,zh-TW,975,54925
2021-01-18,ca,113,461
2021-01-18,ga-IE,69,9
2021-01-18,id,63,209
2021-01-18,is,67,31
2021-01-18,nb-NO,82,93
2021-01-18,cs,112,625
2021-01-18,el,75,97
2021-01-18,hu,93,353
2021-01-18,ka,62,7
2021-01-18,es-AR,117,368
2021-01-18,ro,74,77
2021-01-18,mk,56,17
2021-01-18,lt,84,12
2021-01-18,ms,70,13
2021-01-19,ar,133,1399
2021-01-19,de,3044,89310
2021-01-19,en-US,76820,819945
2021-01-19,es-ES,2594,23936
2021-01-19,fa,44,479
2021-01-19,fr,1989,27194
2021-01-19,it,801,12368
2021-01-19,ko,65,1007
2021-01-19,nl,71,1275
2021-01-19,pl,155,3527
2021-01-19,pt-PT,0,21
2021-01-19,ru,7179,187328
2021-01-19,tr,117,4917
2021-01-19,vi,40,81
2021-01-19,zh-CN,1127,4897
2021-01-19,??,8,949
2021-01-19,ja,155,4276
2021-01-19,pt-BR,1255,8269
2021-01-19,th,42,9
2021-01-19,da,52,185
2021-01-19,he,46,84
2021-01-19,sv-SE,80,426
2021-01-19,zh-TW,899,54653
2021-01-19,ca,80,434
2021-01-19,ga-IE,36,13
2021-01-19,id,49,191
2021-01-19,is,34,37
2021-01-19,nb-NO,40,97
2021-01-19,cs,71,558
2021-01-19,el,51,112
2021-01-19,hu,72,371
2021-01-19,ka,36,13
2021-01-19,es-AR,63,332
2021-01-19,ro,66,78
2021-01-19,mk,36,13
2021-01-19,lt,43,12
2021-01-19,ms,34,10
2021-01-20,ar,157,1114
2021-01-20,de,3071,86768
2021-01-20,en-US,73329,810745
2021-01-20,es-ES,2783,23905
2021-01-20,fa,66,489
2021-01-20,fr,1869,26173
2021-01-20,it,872,12326
2021-01-20,ko,109,974
2021-01-20,nl,126,1216
2021-01-20,pl,191,3451
2021-01-20,pt-PT,0,24
2021-01-20,ru,7301,187689
2021-01-20,tr,153,4710
2021-01-20,vi,62,67
2021-01-20,zh-CN,1148,4976
2021-01-20,??,23,735
2021-01-20,ja,160,4059
2021-01-20,pt-BR,1266,8050
2021-01-20,th,63,11
2021-01-20,da,87,174
2021-01-20,he,56,74
2021-01-20,sv-SE,96,350
2021-01-20,zh-TW,789,53541
