#
# The Tor Project
#
# URL: https://metrics.torproject.org/webstats-tb-locale.csv?start=2020-12-27&end=2021-05-28
#
date,locale,initial_downloads,update_pings
2021-01-20,ca,99,389
2021-01-20,ga-IE,56,4
2021-01-20,id,94,200
2021-01-20,is,63,40
2021-01-20,nb-NO,63,76
2021-01-20,cs,97,557
2021-01-20,el,75,121
2021-01-20,hu,72,369
2021-01-20,ka,58,5
2021-01-20,es-AR,93,344
2021-01-20,ro,66,69
2021-01-20,mk,60,8
2021-01-20,lt,57,9
2021-01-20,ms,55,10
2021-01-21,ar,155,1089
2021-01-21,de,3412,87662
2021-01-21,en-US,72416,809211
2021-01-21,es-ES,2714,23899
2021-01-21,fa,78,477
2021-01-21,fr,2102,26569
2021-01-21,it,850,12419
2021-01-21,ko,84,885
2021-01-21,nl,109,1276
2021-01-21,pl,181,3413
2021-01-21,pt-PT,0,26
2021-01-21,ru,7033,187293
2021-01-21,tr,173,4756
2021-01-21,vi,72,81
2021-01-21,zh-CN,1188,4934
2021-01-21,??,12,664
2021-01-21,ja,128,4187
2021-01-21,pt-BR,1203,7700
2021-01-21,th,59,7
2021-01-21,da,78,184
2021-01-21,he,59,58
2021-01-21,sv-SE,91,382
2021-01-21,zh-TW,687,52497
2021-01-21,ca,105,409
2021-01-21,ga-IE,52,1
2021-01-21,id,65,158
2021-01-21,is,67,37
2021-01-21,nb-NO,57,71
2021-01-21,cs,85,566
2021-01-21,el,74,76
2021-01-21,hu,68,373
2021-01-21,ka,59,10
2021-01-21,es-AR,85,338
2021-01-21,ro,68,76
2021-01-21,mk,47,16
2021-01-21,lt,45,16
2021-01-21,ms,46,21
2021-01-22,ar,144,1108
2021-01-22,de,3283,87865
2021-01-22,en-US,73480,807351
2021-01-22,es-ES,2628,23509
2021-01-22,fa,53,421
2021-01-22,fr,2184,26545
2021-01-22,it,782,12917
2021-01-22,ko,82,962
2021-01-22,nl,103,1269
2021-01-22,pl,157,3387
2021-01-22,pt-PT,0,20
2021-01-22,ru,7486,193361
2021-01-22,tr,128,4803
2021-01-22,vi,49,98
2021-01-22,zh-CN,1115,4741
2021-01-22,??,5,630
2021-01-22,ja,120,4255
2021-01-22,pt-BR,1167,7617
2021-01-22,th,51,10
2021-01-22,da,65,215
2021-01-22,he,40,56
2021-01-22,sv-SE,74,385
2021-01-22,zh-TW,629,49724
2021-01-22,ca,70,437
2021-01-22,ga-IE,42,3
2021-01-22,id,53,146
2021-01-22,is,43,30
2021-01-22,nb-NO,51,85
2021-01-22,cs,71,536
2021-01-22,el,54,93
2021-01-22,hu,59,358
2021-01-22,ka,42,8
2021-01-22,es-AR,68,333
2021-01-22,ro,49,82
2021-01-22,mk,48,12
2021-01-22,lt,45,13
2021-01-22,ms,39,16
2021-01-23,ar,132,1119
2021-01-23,de,3538,87529
2021-01-23,en-US,74061,796623
2021-01-23,es-ES,2464,22507
2021-01-23,fa,61,476
2021-01-23,fr,2103,25953
2021-01-23,it,913,13278
2021-01-23,ko,85,923
2021-01-23,nl,83,1193
2021-01-23,pl,167,3317
2021-01-23,pt-PT,0,29
2021-01-23,ru,7587,190562
2021-01-23,tr,158,5211
2021-01-23,vi,56,110
2021-01-23,zh-CN,1106,4776
2021-01-23,??,2,914
2021-01-23,ja,138,4449
2021-01-23,en-us,0,1
2021-01-23,pt-BR,1244,7382
2021-01-23,th,58,6
2021-01-23,da,56,152
2021-01-23,he,47,58
2021-01-23,sv-SE,74,359
2021-01-23,zh-TW,745,47910
2021-01-23,ca,69,377
2021-01-23,ga-IE,51,2
2021-01-23,id,63,152
2021-01-23,is,43,34
2021-01-23,nb-NO,46,101
2021-01-23,cs,89,512
2021-01-23,el,68,129
2021-01-23,hu,70,343
2021-01-23,ka,50,9
2021-01-23,es-AR,71,305
2021-01-23,ro,41,62
2021-01-23,mk,44,7
2021-01-23,lt,53,40
2021-01-23,ms,55,6
2021-01-24,ar,98,1058
2021-01-24,de,3364,90322
2021-01-24,en-US,68437,803406
2021-01-24,es-ES,2502,22106
2021-01-24,fa,69,496
2021-01-24,fr,2192,26203
2021-01-24,it,907,13005
2021-01-24,ko,77,934
2021-01-24,nl,88,1315
2021-01-24,pl,156,3417
2021-01-24,pt-PT,0,18
2021-01-24,ru,7390,192723
2021-01-24,tr,153,4997
2021-01-24,vi,49,92
2021-01-24,zh-CN,1323,4611
2021-01-24,??,34,793
2021-01-24,ja,141,4321
2021-01-24,pt-BR,1212,6980
2021-01-24,th,61,17
2021-01-24,da,50,185
2021-01-24,he,46,65
2021-01-24,sv-SE,88,404
2021-01-24,zh-TW,514,47023
2021-01-24,ca,74,361
2021-01-24,ga-IE,57,0
2021-01-24,id,59,160
2021-01-24,is,45,42
2021-01-24,nb-NO,52,99
2021-01-24,cs,73,514
2021-01-24,el,74,115
2021-01-24,hu,62,335
2021-01-24,ka,42,12
2021-01-24,es-AR,87,310
2021-01-24,ro,67,58
2021-01-24,mk,45,7
2021-01-24,lt,49,19
2021-01-24,ms,43,14
2021-01-25,ar,132,1071
2021-01-25,de,3175,88578
2021-01-25,en-US,72910,824185
2021-01-25,es-ES,2539,23649
2021-01-25,fa,67,492
2021-01-25,fr,1902,26873
2021-01-25,it,806,12732
2021-01-25,ko,80,921
2021-01-25,nl,106,1278
2021-01-25,pl,141,3420
2021-01-25,pt-PT,0,18
2021-01-25,ru,7941,190571
2021-01-25,tr,154,4570
2021-01-25,vi,61,92
2021-01-25,zh-CN,1175,4736
2021-01-25,??,9,691
2021-01-25,ja,142,4212
2021-01-25,pt-BR,1293,8016
2021-01-25,th,52,5
2021-01-25,da,75,162
2021-01-25,he,49,71
2021-01-25,sv-SE,96,412
2021-01-25,zh-TW,559,46971
2021-01-25,ca,73,391
2021-01-25,ga-IE,47,1
2021-01-25,id,70,214
2021-01-25,is,52,52
2021-01-25,nb-NO,62,70
2021-01-25,cs,81,537
2021-01-25,el,71,125
2021-01-25,hu,73,367
2021-01-25,ka,57,10
2021-01-25,es-AR,90,302
2021-01-25,ro,58,81
2021-01-25,mk,55,11
2021-01-25,lt,54,7
2021-01-25,ms,49,11
2021-01-26,ar,129,1079
2021-01-26,de,3178,88547
2021-01-26,en-US,73237,822302
2021-01-26,es-ES,2506,23718
2021-01-26,fa,55,493
2021-01-26,fr,1894,26528
2021-01-26,it,695,12226
2021-01-26,ko,89,1005
2021-01-26,nl,91,1341
2021-01-26,pl,178,3455
2021-01-26,pt-PT,0,9
2021-01-26,ru,6917,190595
2021-01-26,tr,153,4611
2021-01-26,vi,61,92
2021-01-26,zh-CN,1200,4722
2021-01-26,??,34,586
2021-01-26,ja,149,4097
2021-01-26,pt-BR,1376,8082
2021-01-26,th,47,6
2021-01-26,da,67,152
2021-01-26,he,58,75
2021-01-26,sv-SE,104,403
2021-01-26,zh-TW,497,46284
2021-01-26,ca,85,399
2021-01-26,ga-IE,48,1
2021-01-26,id,71,212
2021-01-26,is,59,38
2021-01-26,nb-NO,63,81
2021-01-26,cs,88,541
2021-01-26,el,99,97
2021-01-26,hu,73,380
2021-01-26,ka,53,3
2021-01-26,es-AR,88,292
2021-01-26,ro,60,71
2021-01-26,mk,54,12
2021-01-26,lt,57,12
2021-01-26,ms,44,9
2021-01-27,ar,185,991
2021-01-27,de,5111,90354
2021-01-27,en-US,85724,809152
2021-01-27,es-ES,2795,23515
2021-01-27,fa,122,490
2021-01-27,fr,2097,25750
2021-01-27,it,1027,11953
2021-01-27,ko,289,983
2021-01-27,nl,195,1280
2021-01-27,pl,353,3395
2021-01-27,pt-PT,0,14
2021-01-27,ru,9092,191789
2021-01-27,tr,234,4656
2021-01-27,vi,109,85
2021-01-27,zh-CN,1473,4922
2021-01-27,??,65,800
2021-01-27,ja,315,4200
2021-01-27,pt-BR,1475,7901
2021-01-27,th,104,16
2021-01-27,da,142,153
2021-01-27,he,104,68
2021-01-27,sv-SE,191,424
2021-01-27,zh-TW,1406,46237
2021-01-27,ca,161,377
2021-01-27,ga-IE,108,0
2021-01-27,id,117,183
2021-01-27,is,106,35
2021-01-27,nb-NO,114,81
2021-01-27,cs,155,547
2021-01-27,el,125,118
2021-01-27,hu,139,385
2021-01-27,ka,109,12
2021-01-27,es-AR,164,290
2021-01-27,ro,113,60
2021-01-27,mk,106,11
2021-01-27,lt,124,24
2021-01-27,ms,108,13
2021-01-28,ar,218,1014
2021-01-28,de,4030,85385
2021-01-28,en-US,82483,738834
2021-01-28,es-ES,2720,21608
2021-01-28,fa,151,434
2021-01-28,fr,2239,24748
2021-01-28,it,973,11517
2021-01-28,ko,200,940
2021-01-28,nl,290,1293
2021-01-28,pl,321,3213
2021-01-28,pt-PT,0,13
2021-01-28,ru,9961,183496
2021-01-28,tr,265,4510
2021-01-28,vi,144,78
2021-01-28,zh-CN,1421,4567
2021-01-28,??,162,675
2021-01-28,ja,318,3849
2021-01-28,pt-BR,1519,7754
2021-01-28,th,143,12
2021-01-28,da,170,178
2021-01-28,he,138,55
2021-01-28,sv-SE,212,388
2021-01-28,zh-TW,1864,47102
2021-01-28,ca,184,371
2021-01-28,ga-IE,140,1
2021-01-28,id,161,168
2021-01-28,is,143,22
2021-01-28,nb-NO,142,76
2021-01-28,cs,171,446
2021-01-28,el,151,126
2021-01-28,hu,165,377
2021-01-28,ka,146,4
2021-01-28,es-AR,201,293
2021-01-28,ro,150,75
2021-01-28,mk,140,9
2021-01-28,lt,135,12
2021-01-28,ms,139,18
2021-01-29,ar,95,1119
2021-01-29,de,3523,85475
2021-01-29,en-US,82233,744714
2021-01-29,es-ES,2347,21996
2021-01-29,fa,51,427
2021-01-29,fr,1840,24546
2021-01-29,it,909,11941
2021-01-29,ko,78,986
2021-01-29,nl,91,1245
2021-01-29,pl,164,3201
2021-01-29,pt-PT,0,21
2021-01-29,ru,7465,180221
2021-01-29,tr,142,4578
2021-01-29,vi,41,87
2021-01-29,zh-CN,1054,4448
2021-01-29,??,7,554
2021-01-29,ja,146,3872
2021-01-29,pt-BR,1152,7227
2021-01-29,th,37,14
2021-01-29,da,52,150
2021-01-29,he,39,47
2021-01-29,sv-SE,84,321
2021-01-29,zh-TW,1384,46266
2021-01-29,ca,74,336
2021-01-29,ga-IE,37,2
2021-01-29,id,46,150
2021-01-29,is,43,25
2021-01-29,nb-NO,46,79
2021-01-29,cs,62,516
2021-01-29,el,47,117
2021-01-29,hu,55,331
2021-01-29,ka,47,4
2021-01-29,es-AR,89,315
2021-01-29,ro,52,80
2021-01-29,mk,37,8
2021-01-29,lt,40,21
2021-01-29,ms,37,18
2021-01-30,ar,121,1060
2021-01-30,de,3432,84753
2021-01-30,en-US,87168,743772
2021-01-30,es-ES,2503,20913
2021-01-30,fa,57,503
2021-01-30,fr,1925,24324
2021-01-30,it,830,12227
2021-01-30,ko,82,957
2021-01-30,nl,115,1258
2021-01-30,pl,180,3135
2021-01-30,pt-PT,0,16
2021-01-30,ru,7832,181166
2021-01-30,tr,168,4933
2021-01-30,vi,41,106
2021-01-30,zh-CN,1032,4484
2021-01-30,??,12,563
2021-01-30,ja,175,4178
2021-01-30,pt-BR,1081,6827
2021-01-30,th,46,10
2021-01-30,da,64,168
2021-01-30,he,43,77
2021-01-30,sv-SE,75,343
2021-01-30,zh-TW,1040,44857
2021-01-30,ca,71,373
2021-01-30,ga-IE,39,1
2021-01-30,id,61,160
2021-01-30,is,72,34
2021-01-30,nb-NO,57,87
2021-01-30,cs,72,456
2021-01-30,el,59,111
2021-01-30,hu,60,351
2021-01-30,ka,56,7
2021-01-30,es-AR,95,281
2021-01-30,ro,58,67
2021-01-30,mk,53,10
2021-01-30,lt,49,31
2021-01-30,ms,41,15
2021-01-31,ar,118,1123
2021-01-31,de,3139,86129
2021-01-31,en-US,80204,745503
2021-01-31,es-ES,2570,20579
2021-01-31,fa,68,459
2021-01-31,fr,2065,24816
2021-01-31,it,923,12192
2021-01-31,ko,84,953
2021-01-31,nl,103,1138
2021-01-31,pl,166,3340
2021-01-31,pt-PT,0,20
2021-01-31,ru,7357,178337
2021-01-31,tr,134,4689
2021-01-31,vi,61,99
2021-01-31,zh-CN,1071,4372
2021-01-31,??,20,530
2021-01-31,ja,109,4046
2021-01-31,pt-BR,1068,6774
2021-01-31,th,50,10
2021-01-31,da,59,145
2021-01-31,he,50,85
2021-01-31,sv-SE,94,397
2021-01-31,zh-TW,981,44659
2021-01-31,ca,103,403
2021-01-31,ga-IE,59,2
2021-01-31,id,55,148
2021-01-31,is,46,42
2021-01-31,nb-NO,56,88
2021-01-31,cs,85,471
2021-01-31,el,65,144
2021-01-31,hu,65,365
2021-01-31,ka,59,2
2021-01-31,es-AR,91,281
2021-01-31,ro,62,48
2021-01-31,mk,50,10
2021-01-31,lt,54,5
2021-01-31,ms,50,12
2021-02-01,ar,101,1138
2021-02-01,de,2911,86275
2021-02-01,en-US,77709,774624
2021-02-01,es-ES,2513,21843
2021-02-01,fa,56,486
2021-02-01,fr,1781,26757
2021-02-01,it,829,11816
2021-02-01,ko,68,876
2021-02-01,nl,83,1266
2021-02-01,pl,159,3321
2021-02-01,pt-PT,0,25
2021-02-01,ru,7170,179168
2021-02-01,tr,121,4215
2021-02-01,vi,49,78
2021-02-01,zh-CN,1057,4491
2021-02-01,??,10,605
2021-02-01,ja,121,4059
2021-02-01,en-us,0,1
2021-02-01,pt-BR,1174,7966
2021-02-01,th,48,25
2021-02-01,da,47,165
2021-02-01,he,36,75
2021-02-01,sv-SE,100,403
2021-02-01,zh-TW,919,43998
2021-02-01,ca,74,398
2021-02-01,ga-IE,39,1
2021-02-01,id,56,159
2021-02-01,is,38,22
2021-02-01,nb-NO,42,78
2021-02-01,cs,82,492
2021-02-01,el,46,111
2021-02-01,hu,40,341
2021-02-01,ka,45,6
2021-02-01,es-AR,77,296
2021-02-01,ro,42,50
2021-02-01,mk,38,8
2021-02-01,lt,40,9
2021-02-01,ms,36,15
2021-02-02,ar,98,1104
2021-02-02,de,3199,86202
2021-02-02,en-US,73642,770512
2021-02-02,es-ES,2496,22492
2021-02-02,fa,52,501
2021-02-02,fr,1706,26430
2021-02-02,it,747,11450
2021-02-02,ko,70,904
2021-02-02,nl,72,1186
2021-02-02,pl,146,3275
2021-02-02,pt-PT,0,17
2021-02-02,ru,7174,177967
2021-02-02,tr,107,4654
2021-02-02,vi,48,94
2021-02-02,zh-CN,1310,4624
2021-02-02,??,4,611
2021-02-02,ja,120,3976
2021-02-02,pt-BR,1282,7801
2021-02-02,th,32,4
2021-02-02,da,46,154
2021-02-02,he,37,67
2021-02-02,sv-SE,57,375
2021-02-02,zh-TW,810,43687
2021-02-02,ca,67,331
2021-02-02,ga-IE,33,1
2021-02-02,id,48,189
2021-02-02,is,47,32
2021-02-02,nb-NO,39,89
2021-02-02,cs,55,524
2021-02-02,el,48,100
2021-02-02,hu,52,347
2021-02-02,ka,36,7
2021-02-02,es-AR,95,323
2021-02-02,ro,47,61
2021-02-02,mk,36,10
2021-02-02,lt,33,12
2021-02-02,ms,32,7
2021-02-03,ar,104,1116
2021-02-03,de,3326,87392
2021-02-03,en-US,85003,784279
2021-02-03,es-ES,2577,23008
2021-02-03,fa,58,470
2021-02-03,fr,1720,26027
2021-02-03,it,731,11650
2021-02-03,ko,78,935
2021-02-03,nl,83,1248
2021-02-03,pl,135,3370
2021-02-03,pt-PT,0,25
2021-02-03,ru,6931,180869
2021-02-03,tr,167,4649
2021-02-03,vi,39,69
2021-02-03,zh-CN,1224,4664
2021-02-03,??,12,601
2021-02-03,ja,130,3935
2021-02-03,pt-BR,1327,7758
2021-02-03,th,40,6
2021-02-03,da,53,167
2021-02-03,he,37,72
2021-02-03,sv-SE,66,379
2021-02-03,zh-TW,744,43602
2021-02-03,ca,70,365
2021-02-03,ga-IE,42,1
2021-02-03,id,57,156
2021-02-03,is,46,24
2021-02-03,nb-NO,39,88
2021-02-03,cs,78,539
2021-02-03,el,59,128
2021-02-03,hu,47,339
2021-02-03,ka,36,10
2021-02-03,es-AR,70,333
2021-02-03,ro,51,60
2021-02-03,mk,36,10
2021-02-03,lt,37,15
2021-02-03,ms,37,12
2021-02-04,ar,153,1374
2021-02-04,de,4298,85762
2021-02-04,en-US,89397,783903
2021-02-04,es-ES,3105,23448
2021-02-04,fa,65,466
2021-02-04,fr,1935,26121
2021-02-04,it,940,11819
2021-02-04,ko,185,903
2021-02-04,nl,155,1215
2021-02-04,pl,350,3394
2021-02-04,pt-PT,0,22
2021-02-04,ru,7774,183258
2021-02-04,tr,190,4334
2021-02-04,vi,86,88
2021-02-04,zh-CN,1353,4560
2021-02-04,??,30,692
2021-02-04,ja,241,4081
2021-02-04,pt-BR,1509,7739
2021-02-04,th,81,5
2021-02-04,da,97,166
2021-02-04,he,65,79
2021-02-04,sv-SE,107,370
2021-02-04,zh-TW,939,42878
2021-02-04,ca,131,391
2021-02-04,ga-IE,98,0
2021-02-04,id,130,182
2021-02-04,is,107,25
2021-02-04,nb-NO,87,89
2021-02-04,cs,100,560
2021-02-04,el,111,114
2021-02-04,hu,87,332
2021-02-04,ka,84,9
2021-02-04,es-AR,145,339
2021-02-04,ro,117,71
2021-02-04,mk,73,12
2021-02-04,lt,98,18
2021-02-04,ms,74,10
2021-02-05,ar,189,1143
2021-02-05,de,4591,84143
2021-02-05,en-US,81457,722770
2021-02-05,es-ES,2912,21897
2021-02-05,fa,102,380
2021-02-05,fr,2121,24639
2021-02-05,it,1021,11864
2021-02-05,ko,187,919
2021-02-05,nl,250,1295
2021-02-05,pl,306,3155
2021-02-05,pt-PT,0,21
2021-02-05,ru,7787,173703
2021-02-05,tr,190,4414
2021-02-05,vi,102,95
2021-02-05,zh-CN,1237,4251
2021-02-05,??,46,621
2021-02-05,ja,305,3835
2021-02-05,pt-BR,1431,7242
2021-02-05,th,93,9
2021-02-05,da,145,167
2021-02-05,he,103,46
2021-02-05,sv-SE,174,331
2021-02-05,zh-TW,1766,42161
2021-02-05,ca,140,376
2021-02-05,ga-IE,90,3
2021-02-05,id,111,151
2021-02-05,is,104,24
2021-02-05,nb-NO,116,65
2021-02-05,cs,151,500
2021-02-05,el,124,109
2021-02-05,hu,117,353
2021-02-05,ka,88,5
2021-02-05,es-AR,159,283
2021-02-05,ro,108,78
2021-02-05,mk,91,11
2021-02-05,lt,96,11
2021-02-05,ms,89,14
2021-02-06,ar,124,1087
2021-02-06,de,4087,83779
2021-02-06,en-US,72758,714653
2021-02-06,es-ES,2675,20856
2021-02-06,fa,71,511
2021-02-06,fr,2060,24121
2021-02-06,it,1007,11962
2021-02-06,ko,113,992
2021-02-06,nl,131,1219
2021-02-06,pl,255,3129
2021-02-06,pt-PT,0,10
2021-02-06,ru,7764,173233
2021-02-06,tr,173,4874
2021-02-06,vi,68,72
2021-02-06,zh-CN,1186,4109
2021-02-06,??,62,697
2021-02-06,ja,213,4040
2021-02-06,pt-BR,1313,6685
2021-02-06,th,80,10
2021-02-06,da,110,159
2021-02-06,he,81,58
2021-02-06,sv-SE,123,306
2021-02-06,zh-TW,1462,40927
2021-02-06,ca,105,304
2021-02-06,ga-IE,62,1
2021-02-06,id,81,152
2021-02-06,is,66,24
2021-02-06,nb-NO,84,68
2021-02-06,cs,107,497
2021-02-06,el,81,113
2021-02-06,hu,93,335
2021-02-06,ka,70,13
2021-02-06,es-AR,114,270
2021-02-06,ro,86,83
2021-02-06,mk,70,8
2021-02-06,lt,70,14
2021-02-06,ms,61,9
2021-02-07,ar,209,1045
2021-02-07,de,4548,76293
2021-02-07,en-US,75122,615151
2021-02-07,es-ES,2829,18725
2021-02-07,fa,143,424
2021-02-07,fr,2324,21323
2021-02-07,it,1140,10552
2021-02-07,ko,327,917
2021-02-07,nl,224,1102
2021-02-07,pl,363,3095
2021-02-07,pt-PT,0,13
2021-02-07,ru,8266,164021
2021-02-07,tr,271,4393
2021-02-07,vi,145,66
2021-02-07,zh-CN,1330,3795
2021-02-07,??,79,694
2021-02-07,ja,414,3894
2021-02-07,pt-BR,1292,6212
2021-02-07,th,136,7
2021-02-07,da,158,168
2021-02-07,he,139,68
2021-02-07,sv-SE,178,297
2021-02-07,zh-TW,1961,37832
2021-02-07,ca,183,278
2021-02-07,ga-IE,137,0
2021-02-07,id,146,152
2021-02-07,is,136,22
2021-02-07,nb-NO,156,73
2021-02-07,cs,185,493
2021-02-07,el,153,96
2021-02-07,hu,181,378
2021-02-07,ka,142,5
2021-02-07,es-AR,173,273
2021-02-07,ro,137,55
2021-02-07,mk,132,12
2021-02-07,lt,137,13
2021-02-07,ms,130,2
2021-02-08,ar,172,1063
2021-02-08,de,4303,84311
2021-02-08,en-US,73164,739408
2021-02-08,es-ES,2836,22029
2021-02-08,fa,130,468
2021-02-08,fr,2697,25287
2021-02-08,it,998,11827
2021-02-08,ko,189,952
2021-02-08,nl,300,1292
2021-02-08,pl,328,3258
2021-02-08,pt-PT,0,15
2021-02-08,ru,7528,170993
2021-02-08,tr,219,4184
2021-02-08,vi,118,63
2021-02-08,zh-CN,1278,4125
2021-02-08,??,18,846
2021-02-08,ja,330,3782
2021-02-08,pt-BR,1467,7604
2021-02-08,th,107,9
2021-02-08,da,149,163
2021-02-08,he,126,74
2021-02-08,sv-SE,187,390
2021-02-08,zh-TW,1375,40717
2021-02-08,ca,141,360
2021-02-08,ga-IE,96,0
2021-02-08,id,118,159
2021-02-08,is,101,34
2021-02-08,nb-NO,118,87
2021-02-08,cs,185,556
2021-02-08,el,124,97
2021-02-08,hu,145,328
2021-02-08,ka,103,6
2021-02-08,es-AR,141,334
2021-02-08,ro,126,70
2021-02-08,mk,112,12
2021-02-08,lt,113,12
2021-02-08,ms,105,5
2021-02-09,ar,102,1026
2021-02-09,de,3640,84328
2021-02-09,en-US,72750,741532
2021-02-09,es-ES,2783,22483
2021-02-09,fa,72,464
2021-02-09,fr,2182,24866
2021-02-09,it,920,11610
2021-02-09,ko,106,869
2021-02-09,nl,134,1202
2021-02-09,pl,161,3249
2021-02-09,pt-PT,0,13
2021-02-09,ru,7043,170953
2021-02-09,tr,162,4391
2021-02-09,vi,71,61
2021-02-09,zh-CN,1227,4077
2021-02-09,??,32,524
2021-02-09,ja,204,3750
2021-02-09,pt-BR,1416,7509
2021-02-09,th,64,7
2021-02-09,da,79,180
2021-02-09,he,60,64
2021-02-09,sv-SE,103,371
2021-02-09,zh-TW,1441,39655
2021-02-09,ca,92,335
2021-02-09,ga-IE,61,1
2021-02-09,id,69,160
2021-02-09,is,50,20
2021-02-09,nb-NO,68,85
2021-02-09,cs,94,565
2021-02-09,el,89,115
2021-02-09,hu,92,358
2021-02-09,ka,56,6
2021-02-09,es-AR,119,328
2021-02-09,ro,65,64
2021-02-09,mk,55,8
2021-02-09,lt,70,14
2021-02-09,ms,53,4
2021-02-10,ar,125,987
2021-02-10,de,3354,84884
2021-02-10,en-US,72775,747962
2021-02-10,es-ES,2754,22264
2021-02-10,fa,81,401
2021-02-10,fr,1816,24543
2021-02-10,it,962,12032
2021-02-10,ko,93,968
2021-02-10,nl,143,1205
2021-02-10,pl,218,3217
2021-02-10,pt-PT,0,18
2021-02-10,ru,7215,172907
2021-02-10,tr,169,4358
2021-02-10,vi,62,57
2021-02-10,zh-CN,1098,3654
2021-02-10,??,29,589
2021-02-10,ja,160,3926
2021-02-10,pt-BR,1306,7506
2021-02-10,th,59,6
2021-02-10,da,78,197
2021-02-10,he,66,65
2021-02-10,sv-SE,95,321
2021-02-10,zh-TW,1171,37896
2021-02-10,ca,92,352
2021-02-10,ga-IE,57,1
2021-02-10,id,77,163
2021-02-10,is,65,26
2021-02-10,nb-NO,90,80
2021-02-10,cs,82,471
2021-02-10,el,80,133
2021-02-10,hu,78,334
2021-02-10,ka,64,6
2021-02-10,es-AR,92,362
2021-02-10,ro,81,66
2021-02-10,mk,61,19
2021-02-10,lt,75,12
2021-02-10,ms,61,8
2021-02-11,ar,120,1119
2021-02-11,de,6968,83982
2021-02-11,en-US,74518,752018
2021-02-11,es-ES,2889,22510
2021-02-11,fa,63,466
2021-02-11,fr,1771,24518
2021-02-11,it,741,11204
2021-02-11,ko,91,912
2021-02-11,nl,105,1178
2021-02-11,pl,181,3240
2021-02-11,pt-PT,0,16
2021-02-11,ru,7393,176436
2021-02-11,tr,159,4374
2021-02-11,vi,70,52
2021-02-11,zh-CN,819,3102
2021-02-11,??,26,637
2021-02-11,ja,155,4073
2021-02-11,pt-BR,1437,7701
2021-02-11,th,49,7
2021-02-11,da,71,163
2021-02-11,he,51,88
2021-02-11,sv-SE,79,339
2021-02-11,zh-TW,975,32996
2021-02-11,ca,81,328
2021-02-11,ga-IE,61,0
2021-02-11,id,73,194
2021-02-11,is,59,27
2021-02-11,nb-NO,68,83
2021-02-11,cs,94,513
2021-02-11,el,69,122
2021-02-11,hu,78,292
2021-02-11,ka,54,6
2021-02-11,es-AR,74,317
2021-02-11,ro,55,72
2021-02-11,mk,49,13
2021-02-11,lt,60,8
2021-02-11,ms,41,10
2021-02-12,ar,97,1007
2021-02-12,de,3149,84709
2021-02-12,en-US,76609,755725
2021-02-12,es-ES,2558,22511
2021-02-12,fa,55,393
2021-02-12,fr,1810,24330
2021-02-12,it,763,11955
2021-02-12,ko,62,869
2021-02-12,nl,90,1146
2021-02-12,pl,174,3172
2021-02-12,pt-PT,0,9
2021-02-12,ru,7382,182810
2021-02-12,tr,145,4370
2021-02-12,vi,44,63
2021-02-12,zh-CN,869,3153
2021-02-12,??,28,472
2021-02-12,ja,204,4085
2021-02-12,pt-BR,1319,7581
2021-02-12,th,39,6
2021-02-12,da,46,169
2021-02-12,he,40,65
2021-02-12,sv-SE,66,340
2021-02-12,zh-TW,1015,35765
2021-02-12,ca,59,348
2021-02-12,ga-IE,41,2
2021-02-12,id,49,143
2021-02-12,is,50,26
2021-02-12,nb-NO,29,86
2021-02-12,cs,58,463
2021-02-12,el,52,112
2021-02-12,hu,54,310
2021-02-12,ka,37,8
2021-02-12,es-AR,78,324
2021-02-12,ro,44,57
2021-02-12,mk,34,4
2021-02-12,lt,39,9
2021-02-12,ms,39,13
2021-02-12,US,0,1
2021-02-13,ar,93,990
2021-02-13,de,3308,82933
2021-02-13,en-US,77238,753618
2021-02-13,es-ES,2454,20707
2021-02-13,fa,67,473
2021-02-13,fr,1823,23459
2021-02-13,it,851,12132
2021-02-13,ko,79,982
2021-02-13,nl,90,1257
2021-02-13,pl,170,3072
2021-02-13,pt-PT,0,26
2021-02-13,ru,7519,183492
2021-02-13,tr,182,4626
2021-02-13,vi,55,63
2021-02-13,zh-CN,1203,3350
2021-02-13,??,46,595
2021-02-13,ja,182,4168
2021-02-13,pt-BR,1266,7060
2021-02-13,th,50,18
2021-02-13,da,67,157
2021-02-13,he,38,75
2021-02-13,sv-SE,66,314
2021-02-13,zh-TW,868,34422
2021-02-13,ca,64,327
2021-02-13,ga-IE,37,3
2021-02-13,id,41,140
2021-02-13,is,42,24
2021-02-13,nb-NO,30,74
2021-02-13,cs,63,514
2021-02-13,el,50,127
2021-02-13,hu,54,285
2021-02-13,ka,47,6
2021-02-13,es-AR,78,304
2021-02-13,ro,56,49
2021-02-13,mk,31,6
2021-02-13,lt,39,13
2021-02-13,ms,41,10
2021-02-14,ar,159,978
2021-02-14,de,3227,84583
2021-02-14,en-US,68798,744427
2021-02-14,es-ES,2322,19540
2021-02-14,fa,116,463
2021-02-14,fr,1815,23638
2021-02-14,it,896,11399
2021-02-14,ko,140,952
2021-02-14,nl,123,1206
2021-02-14,pl,234,3245
2021-02-14,pt-PT,0,15
2021-02-14,ru,7005,178692
2021-02-14,tr,226,4574
2021-02-14,vi,98,74
2021-02-14,zh-CN,1110,3592
2021-02-14,??,89,521
2021-02-14,ja,193,4149
2021-02-14,pt-BR,1293,6684
2021-02-14,th,122,4
2021-02-14,da,139,153
2021-02-14,he,94,86
