#
# The Tor Project
#
# URL: https://metrics.torproject.org/webstats-tb-locale.csv?start=2021-12-27&end=2022-05-28
#
date,locale,initial_downloads,update_pings
2022-01-25,zh-CN,1460,5010
2022-01-25,??,68,669
2022-01-25,ja,235,4094
2022-01-25,my,75,1
2022-01-25,pt-BR,1301,6422
2022-01-25,th,106,12
2022-01-25,da,134,137
2022-01-25,he,109,49
2022-01-25,sv-SE,139,397
2022-01-25,zh-TW,893,33319
2022-01-25,ca,140,398
2022-01-25,ga-IE,107,1
2022-01-25,id,158,64
2022-01-25,is,131,31
2022-01-25,nb-NO,103,91
2022-01-25,cs,169,610
2022-01-25,el,108,156
2022-01-25,hu,204,555
2022-01-25,ka,110,5
2022-01-25,es-AR,213,467
2022-01-25,ro,120,57
2022-01-25,mk,123,5
2022-01-25,lt,127,11
2022-01-25,ms,138,12
2022-01-26,ar,110,757
2022-01-26,de,3350,88295
2022-01-26,en-US,86975,777571
2022-01-26,es-ES,2731,22401
2022-01-26,fa,86,182
2022-01-26,fr,1530,23329
2022-01-26,it,752,10609
2022-01-26,ko,140,929
2022-01-26,nl,97,950
2022-01-26,pl,204,2708
2022-01-26,ru,3215,156935
2022-01-26,tr,271,3673
2022-01-26,vi,55,55
2022-01-26,zh-CN,1195,4852
2022-01-26,??,30,536
2022-01-26,ja,132,3801
2022-01-26,my,65,1
2022-01-26,pt-BR,1207,6201
2022-01-26,th,57,13
2022-01-26,da,95,144
2022-01-26,he,63,43
2022-01-26,sv-SE,71,332
2022-01-26,zh-TW,722,32948
2022-01-26,ca,82,364
2022-01-26,ga-IE,76,4
2022-01-26,id,61,66
2022-01-26,is,70,25
2022-01-26,nb-NO,70,78
2022-01-26,cs,101,597
2022-01-26,el,97,162
2022-01-26,hu,131,498
2022-01-26,ka,75,8
2022-01-26,es-AR,171,508
2022-01-26,ro,68,54
2022-01-26,mk,83,2
2022-01-26,lt,64,19
2022-01-26,ms,59,12
2022-01-27,ar,172,846
2022-01-27,de,3451,85394
2022-01-27,en-US,86422,758919
2022-01-27,es-ES,2594,22059
2022-01-27,fa,108,216
2022-01-27,fr,1590,23219
2022-01-27,it,673,10280
2022-01-27,ko,150,903
2022-01-27,nl,138,933
2022-01-27,pl,222,2634
2022-01-27,ru,3146,153319
2022-01-27,tr,285,3509
2022-01-27,vi,127,44
2022-01-27,zh-CN,1340,4695
2022-01-27,??,66,696
2022-01-27,ja,184,3725
2022-01-27,my,104,3
2022-01-27,pt-BR,1146,6027
2022-01-27,th,134,8
2022-01-27,da,154,164
2022-01-27,he,103,58
2022-01-27,sv-SE,139,359
2022-01-27,zh-TW,763,32068
2022-01-27,ca,155,373
2022-01-27,ga-IE,93,5
2022-01-27,id,120,80
2022-01-27,is,95,27
2022-01-27,nb-NO,106,80
2022-01-27,cs,129,587
2022-01-27,el,114,142
2022-01-27,hu,157,552
2022-01-27,ka,98,6
2022-01-27,es-AR,187,483
2022-01-27,ro,108,59
2022-01-27,mk,107,7
2022-01-27,lt,115,18
2022-01-27,ms,109,9
2022-01-28,ar,120,813
2022-01-28,de,3387,84667
2022-01-28,en-US,85608,758771
2022-01-28,es-ES,2318,21940
2022-01-28,fa,73,193
2022-01-28,fr,1373,22848
2022-01-28,it,607,10164
2022-01-28,ko,162,905
2022-01-28,nl,96,905
2022-01-28,pl,186,2534
2022-01-28,ru,3122,156147
2022-01-28,tr,241,3520
2022-01-28,vi,67,48
2022-01-28,zh-CN,1115,4455
2022-01-28,??,30,594
2022-01-28,ja,134,3803
2022-01-28,my,87,4
2022-01-28,pt-BR,1061,6076
2022-01-28,th,86,7
2022-01-28,da,101,162
2022-01-28,he,93,33
2022-01-28,sv-SE,120,313
2022-01-28,zh-TW,846,30665
2022-01-28,ca,107,329
2022-01-28,ga-IE,74,1
2022-01-28,id,68,75
2022-01-28,is,68,17
2022-01-28,nb-NO,81,101
2022-01-28,cs,98,572
2022-01-28,el,83,141
2022-01-28,hu,124,547
2022-01-28,ka,78,5
2022-01-28,es-AR,174,476
2022-01-28,ro,79,58
2022-01-28,mk,65,6
2022-01-28,lt,58,17
2022-01-28,ms,67,8
2022-01-29,ar,148,720
2022-01-29,de,3614,83898
2022-01-29,en-US,88081,739465
2022-01-29,es-ES,2252,20524
2022-01-29,fa,86,175
2022-01-29,fr,1707,22765
2022-01-29,it,585,9858
2022-01-29,ko,158,883
2022-01-29,nl,139,944
2022-01-29,pl,256,2482
2022-01-29,ru,3344,153103
2022-01-29,tr,301,3642
2022-01-29,vi,111,39
2022-01-29,zh-CN,1219,4144
2022-01-29,??,34,629
2022-01-29,ja,182,4085
2022-01-29,my,89,0
2022-01-29,pt-BR,1115,5764
2022-01-29,th,106,6
2022-01-29,da,134,205
2022-01-29,he,100,30
2022-01-29,sv-SE,111,324
2022-01-29,zh-TW,833,30471
2022-01-29,ca,157,314
2022-01-29,ga-IE,96,3
2022-01-29,id,106,75
2022-01-29,is,99,24
2022-01-29,nb-NO,116,79
2022-01-29,cs,117,507
2022-01-29,el,100,129
2022-01-29,hu,153,454
2022-01-29,ka,108,5
2022-01-29,es-AR,195,501
2022-01-29,ro,121,54
2022-01-29,mk,101,8
2022-01-29,lt,118,21
2022-01-29,ms,85,9
2022-01-30,ar,187,722
2022-01-30,de,3596,86580
2022-01-30,en-US,85956,725042
2022-01-30,es-ES,2528,21265
2022-01-30,fa,112,163
2022-01-30,fr,1617,23202
2022-01-30,it,651,10132
2022-01-30,ko,173,833
2022-01-30,nl,158,955
2022-01-30,pl,241,2641
2022-01-30,ru,3323,152267
2022-01-30,tr,286,3522
2022-01-30,vi,115,38
2022-01-30,zh-CN,1097,3891
2022-01-30,??,92,784
2022-01-30,ja,186,4127
2022-01-30,my,107,0
2022-01-30,pt-BR,1208,5681
2022-01-30,th,111,12
2022-01-30,da,143,163
2022-01-30,he,139,63
2022-01-30,sv-SE,142,330
2022-01-30,zh-TW,726,29173
2022-01-30,ca,160,360
2022-01-30,ga-IE,103,3
2022-01-30,id,120,70
2022-01-30,is,108,39
2022-01-30,nb-NO,124,103
2022-01-30,cs,144,555
2022-01-30,el,129,145
2022-01-30,hu,156,499
2022-01-30,ka,124,4
2022-01-30,es-AR,224,491
2022-01-30,ro,122,64
2022-01-30,mk,109,5
2022-01-30,lt,114,22
2022-01-30,ms,119,6
2022-01-31,ar,88,680
2022-01-31,de,3412,87149
2022-01-31,en-US,85618,747980
2022-01-31,es-ES,2613,21929
2022-01-31,fa,59,193
2022-01-31,fr,1652,23824
2022-01-31,it,606,10332
2022-01-31,ko,116,847
2022-01-31,nl,103,1057
2022-01-31,pl,180,2667
2022-01-31,ru,3092,150607
2022-01-31,tr,279,3461
2022-01-31,vi,64,39
2022-01-31,zh-CN,790,3147
2022-01-31,??,30,861
2022-01-31,ja,130,4452
2022-01-31,my,48,0
2022-01-31,pt-BR,1238,6142
2022-01-31,th,57,5
2022-01-31,da,74,147
2022-01-31,he,42,64
2022-01-31,sv-SE,78,337
2022-01-31,zh-TW,520,25766
2022-01-31,ca,100,403
2022-01-31,ga-IE,45,1
2022-01-31,id,63,86
2022-01-31,is,56,29
2022-01-31,nb-NO,71,107
2022-01-31,cs,95,598
2022-01-31,el,60,136
2022-01-31,hu,115,493
2022-01-31,ka,49,5
2022-01-31,es-AR,185,516
2022-01-31,ro,63,65
2022-01-31,mk,67,3
2022-01-31,lt,58,20
2022-01-31,ms,59,9
2022-02-01,ar,140,782
2022-02-01,de,3391,85764
2022-02-01,en-US,83719,741867
2022-02-01,es-ES,2515,21570
2022-02-01,fa,94,194
2022-02-01,fr,1471,23442
2022-02-01,it,620,10201
2022-02-01,ko,150,783
2022-02-01,nl,127,956
2022-02-01,pl,212,2618
2022-02-01,ru,3104,147843
2022-02-01,tr,227,3427
2022-02-01,vi,91,26
2022-02-01,zh-CN,1000,3468
2022-02-01,??,92,609
2022-02-01,ja,162,3814
2022-02-01,my,79,1
2022-02-01,pt-BR,1171,6085
2022-02-01,th,94,8
2022-02-01,da,139,188
2022-02-01,he,74,61
2022-02-01,sv-SE,100,292
2022-02-01,zh-TW,726,28829
2022-02-01,ca,126,391
2022-02-01,ga-IE,94,2
2022-02-01,id,93,71
2022-02-01,is,87,26
2022-02-01,nb-NO,98,80
2022-02-01,cs,103,569
2022-02-01,el,118,102
2022-02-01,hu,151,488
2022-02-01,ka,85,2
2022-02-01,es-AR,199,480
2022-02-01,ro,96,67
2022-02-01,mk,94,4
2022-02-01,lt,99,16
2022-02-01,ms,80,10
2022-02-02,ar,160,744
2022-02-02,de,3343,84333
2022-02-02,en-US,84765,738814
2022-02-02,es-ES,2429,21827
2022-02-02,fa,121,186
2022-02-02,fr,1583,22996
2022-02-02,it,689,9887
2022-02-02,ko,158,960
2022-02-02,nl,147,925
2022-02-02,pl,250,2650
2022-02-02,ru,3162,147590
2022-02-02,tr,269,3375
2022-02-02,vi,119,42
2022-02-02,zh-CN,1133,3595
2022-02-02,??,29,2431
2022-02-02,ja,221,3812
2022-02-02,my,111,0
2022-02-02,pt-BR,1197,6088
2022-02-02,th,108,6
2022-02-02,da,139,173
2022-02-02,he,114,46
2022-02-02,sv-SE,127,294
2022-02-02,zh-TW,737,28864
2022-02-02,ca,135,368
2022-02-02,ga-IE,100,2
2022-02-02,id,122,74
2022-02-02,is,124,25
2022-02-02,nb-NO,112,86
2022-02-02,cs,133,603
2022-02-02,el,118,139
2022-02-02,hu,188,489
2022-02-02,ka,125,9
2022-02-02,es-AR,207,483
2022-02-02,ro,132,63
2022-02-02,mk,121,5
2022-02-02,lt,116,15
2022-02-02,ms,118,11
2022-02-03,ar,80,822
2022-02-03,de,3200,84576
2022-02-03,en-US,83540,739157
2022-02-03,es-ES,2398,21770
2022-02-03,fa,51,178
2022-02-03,fr,1406,22916
2022-02-03,it,521,9919
2022-02-03,ko,96,913
2022-02-03,nl,85,892
2022-02-03,pl,151,2609
2022-02-03,ru,3007,149052
2022-02-03,tr,181,3078
2022-02-03,vi,61,44
2022-02-03,zh-CN,1379,3835
2022-02-03,??,28,625
2022-02-03,ja,127,3618
2022-02-03,my,50,0
2022-02-03,pt-BR,1086,6138
2022-02-03,th,61,8
2022-02-03,da,96,174
2022-02-03,he,44,54
2022-02-03,sv-SE,57,318
2022-02-03,zh-TW,717,28913
2022-02-03,ca,76,383
2022-02-03,ga-IE,58,3
2022-02-03,id,61,80
2022-02-03,is,68,25
2022-02-03,nb-NO,55,78
2022-02-03,cs,70,577
2022-02-03,el,53,134
2022-02-03,hu,97,505
2022-02-03,ka,59,9
2022-02-03,es-AR,123,472
2022-02-03,ro,59,60
2022-02-03,mk,50,1
2022-02-03,lt,39,23
2022-02-03,ms,45,14
2022-02-04,ar,69,778
2022-02-04,de,3201,84213
2022-02-04,en-US,86928,732138
2022-02-04,es-ES,2302,21462
2022-02-04,fa,47,180
2022-02-04,fr,1374,22333
2022-02-04,it,627,9936
2022-02-04,ko,114,957
2022-02-04,nl,82,955
2022-02-04,pl,145,2656
2022-02-04,ru,3062,151762
2022-02-04,tr,207,3476
2022-02-04,vi,45,47
2022-02-04,zh-CN,1408,4007
2022-02-04,??,21,705
2022-02-04,ja,126,3902
2022-02-04,my,41,1
2022-02-04,pt-BR,1051,5978
2022-02-04,th,42,8
2022-02-04,da,61,157
2022-02-04,he,69,40
2022-02-04,sv-SE,64,308
2022-02-04,zh-TW,621,28837
2022-02-04,ca,74,358
2022-02-04,ga-IE,35,2
2022-02-04,id,49,58
2022-02-04,is,46,23
2022-02-04,nb-NO,47,75
2022-02-04,cs,54,538
2022-02-04,el,59,113
2022-02-04,hu,99,498
2022-02-04,ka,50,5
2022-02-04,es-AR,142,458
2022-02-04,ro,54,48
2022-02-04,mk,36,1
2022-02-04,lt,48,14
2022-02-04,ms,36,13
2022-02-05,ar,81,786
2022-02-05,de,3206,81489
2022-02-05,en-US,85471,719516
2022-02-05,es-ES,2260,20597
2022-02-05,fa,55,170
2022-02-05,fr,1347,21236
2022-02-05,it,665,10429
2022-02-05,ko,98,906
2022-02-05,nl,78,867
2022-02-05,pl,163,2531
2022-02-05,ru,3179,150245
2022-02-05,tr,218,3604
2022-02-05,vi,54,41
2022-02-05,zh-CN,1171,4060
2022-02-05,??,22,739
2022-02-05,ja,170,4259
2022-02-05,my,47,1
2022-02-05,pt-BR,973,5642
2022-02-05,th,36,11
2022-02-05,da,49,135
2022-02-05,he,35,41
2022-02-05,sv-SE,73,348
2022-02-05,zh-TW,535,28951
2022-02-05,ca,82,337
2022-02-05,ga-IE,38,4
2022-02-05,id,58,65
2022-02-05,is,55,21
2022-02-05,nb-NO,41,88
2022-02-05,cs,88,563
2022-02-05,el,50,128
2022-02-05,hu,104,472
2022-02-05,ka,55,5
2022-02-05,es-AR,148,481
2022-02-05,ro,60,49
2022-02-05,mk,44,4
2022-02-05,lt,40,13
2022-02-05,ms,39,11
2022-02-06,ar,101,741
2022-02-06,de,3620,87738
2022-02-06,en-US,86098,731091
2022-02-06,es-ES,2301,22294
2022-02-06,fa,64,187
2022-02-06,fr,1623,22849
2022-02-06,it,634,10403
2022-02-06,ko,135,882
2022-02-06,nl,108,926
2022-02-06,pl,181,2652
2022-02-06,ru,2948,148472
2022-02-06,tr,230,3361
2022-02-06,vi,76,44
2022-02-06,zh-CN,1245,4285
2022-02-06,??,42,735
2022-02-06,ja,182,4044
2022-02-06,my,71,0
2022-02-06,pt-BR,1018,5557
2022-02-06,th,67,9
2022-02-06,da,66,172
2022-02-06,he,69,56
2022-02-06,sv-SE,84,300
2022-02-06,zh-TW,597,29643
2022-02-06,ca,92,407
2022-02-06,ga-IE,59,4
2022-02-06,id,68,74
2022-02-06,is,68,26
2022-02-06,nb-NO,58,94
2022-02-06,cs,90,592
2022-02-06,el,95,148
2022-02-06,hu,122,524
2022-02-06,ka,75,2
2022-02-06,es-AR,154,517
2022-02-06,ro,81,57
2022-02-06,mk,58,5
2022-02-06,lt,66,22
2022-02-06,ms,61,11
2022-02-07,ar,95,808
2022-02-07,de,3752,86458
2022-02-07,en-US,77998,746609
2022-02-07,es-ES,2209,20883
2022-02-07,fa,58,183
2022-02-07,fr,1422,22688
2022-02-07,it,594,10244
2022-02-07,ko,121,897
2022-02-07,nl,84,924
2022-02-07,pl,166,2584
2022-02-07,ru,3010,148584
2022-02-07,tr,217,3282
2022-02-07,vi,63,49
2022-02-07,zh-CN,1652,4553
2022-02-07,??,5,624
2022-02-07,ja,162,3935
2022-02-07,my,59,0
2022-02-07,pt-BR,1005,6049
2022-02-07,th,46,11
2022-02-07,da,68,159
2022-02-07,he,59,61
2022-02-07,sv-SE,67,297
2022-02-07,zh-TW,712,29596
2022-02-07,ca,77,362
2022-02-07,ga-IE,63,7
2022-02-07,id,52,58
2022-02-07,is,54,20
2022-02-07,nb-NO,64,99
2022-02-07,cs,80,564
2022-02-07,el,70,131
2022-02-07,hu,85,472
2022-02-07,ka,59,4
2022-02-07,es-AR,157,441
2022-02-07,ro,60,60
2022-02-07,mk,54,3
2022-02-07,lt,56,14
2022-02-07,ms,38,10
2022-02-08,ar,64,770
2022-02-08,de,3964,86589
2022-02-08,en-US,52999,748866
2022-02-08,es-ES,2416,21542
2022-02-08,fa,53,177
2022-02-08,fr,1410,22242
2022-02-08,it,549,9981
2022-02-08,ko,93,937
2022-02-08,nl,78,878
2022-02-08,pl,146,2598
2022-02-08,ru,3162,148245
2022-02-08,tr,192,3378
2022-02-08,vi,43,55
2022-02-08,zh-CN,1451,4610
2022-02-08,??,30,772
2022-02-08,ja,161,3829
2022-02-08,my,42,0
2022-02-08,pt-BR,945,5834
2022-02-08,th,39,8
2022-02-08,da,55,156
2022-02-08,he,47,54
2022-02-08,sv-SE,54,310
2022-02-08,zh-TW,712,29489
2022-02-08,ca,64,344
2022-02-08,ga-IE,24,0
2022-02-08,id,42,71
2022-02-08,is,51,24
2022-02-08,nb-NO,36,78
2022-02-08,cs,86,604
2022-02-08,el,63,139
2022-02-08,hu,121,530
2022-02-08,ka,46,5
2022-02-08,es-AR,160,500
2022-02-08,ro,41,83
2022-02-08,mk,34,3
2022-02-08,lt,39,29
2022-02-08,ms,28,7
2022-02-09,ar,144,794
2022-02-09,de,4430,85969
2022-02-09,en-US,58295,743670
2022-02-09,es-ES,2711,21548
2022-02-09,fa,115,198
2022-02-09,fr,1842,22116
2022-02-09,it,718,10177
2022-02-09,ko,252,897
2022-02-09,nl,174,988
2022-02-09,pl,335,2690
2022-02-09,ru,3989,146977
2022-02-09,tr,300,3398
2022-02-09,vi,111,60
2022-02-09,zh-CN,1507,4798
2022-02-09,??,26,724
2022-02-09,ja,303,3908
2022-02-09,my,90,0
2022-02-09,pt-BR,1161,6019
2022-02-09,th,108,8
2022-02-09,da,123,189
2022-02-09,he,103,56
2022-02-09,sv-SE,146,294
2022-02-09,zh-TW,1981,29343
2022-02-09,ca,154,392
2022-02-09,ga-IE,92,1
2022-02-09,id,117,47
2022-02-09,is,121,30
2022-02-09,nb-NO,111,80
2022-02-09,cs,143,626
2022-02-09,el,111,127
2022-02-09,hu,265,546
2022-02-09,ka,109,4
2022-02-09,es-AR,215,502
2022-02-09,ro,107,63
2022-02-09,mk,108,3
2022-02-09,lt,104,24
2022-02-09,ms,105,8
2022-02-10,ar,133,791
2022-02-10,de,4618,85925
2022-02-10,en-US,61129,739956
2022-02-10,es-ES,2575,21025
