#
# The Tor Project
#
# URL: https://metrics.torproject.org/webstats-tb-locale.csv?start=2021-12-27&end=2022-05-28
#
date,locale,initial_downloads,update_pings
2021-12-31,zh-CN,989,8638
2021-12-31,??,17,1193
2021-12-31,ja,152,10487
2021-12-31,my,50,3
2021-12-31,pt-BR,932,10401
2021-12-31,th,35,12
2021-12-31,da,64,290
2021-12-31,he,55,102
2021-12-31,sv-SE,47,568
2021-12-31,zh-TW,943,50207
2021-12-31,ca,83,623
2021-12-31,ga-IE,45,9
2021-12-31,id,59,155
2021-12-31,is,44,53
2021-12-31,nb-NO,52,152
2021-12-31,cs,81,998
2021-12-31,el,65,170
2021-12-31,hu,147,985
2021-12-31,ka,57,8
2021-12-31,es-AR,103,777
2021-12-31,ro,50,82
2021-12-31,mk,39,13
2021-12-31,lt,50,39
2021-12-31,ms,41,9
2022-01-01,ar,142,1426
2022-01-01,de,3546,187313
2022-01-01,en-US,91806,1463608
2022-01-01,es-ES,1546,39019
2022-01-01,fa,96,474
2022-01-01,fr,1665,47960
2022-01-01,it,640,20694
2022-01-01,ko,114,1854
2022-01-01,nl,137,2016
2022-01-01,pl,256,5612
2022-01-01,ru,3279,302934
2022-01-01,tr,309,8469
2022-01-01,vi,77,100
2022-01-01,zh-CN,1072,8155
2022-01-01,??,18,737
2022-01-01,ja,199,10727
2022-01-01,my,109,1
2022-01-01,pt-BR,787,8790
2022-01-01,th,94,13
2022-01-01,da,86,456
2022-01-01,he,82,99
2022-01-01,sv-SE,104,698
2022-01-01,zh-TW,807,47619
2022-01-01,ca,119,716
2022-01-01,ga-IE,85,13
2022-01-01,id,141,113
2022-01-01,is,98,76
2022-01-01,nb-NO,92,170
2022-01-01,cs,135,1201
2022-01-01,el,123,197
2022-01-01,hu,168,1109
2022-01-01,ka,68,5
2022-01-01,es-AR,119,695
2022-01-01,ro,70,136
2022-01-01,mk,83,6
2022-01-01,lt,94,40
2022-01-01,ms,92,7
2022-01-01,En-US,0,1
2022-01-02,ar,118,1425
2022-01-02,de,4195,204441
2022-01-02,en-US,89336,1578668
2022-01-02,es-ES,2334,49859
2022-01-02,fa,80,431
2022-01-02,fr,1804,55283
2022-01-02,it,727,23311
2022-01-02,ko,130,2090
2022-01-02,nl,105,2281
2022-01-02,pl,238,6039
2022-01-02,ru,3654,332261
2022-01-02,tr,278,8638
2022-01-02,vi,72,92
2022-01-02,zh-CN,1079,8500
2022-01-02,??,41,1110
2022-01-02,ja,178,10912
2022-01-02,my,61,2
2022-01-02,pt-BR,1038,10912
2022-01-02,th,63,3
2022-01-02,da,84,413
2022-01-02,he,69,112
2022-01-02,sv-SE,109,732
2022-01-02,zh-TW,843,49428
2022-01-02,ca,122,922
2022-01-02,ga-IE,67,10
2022-01-02,id,80,144
2022-01-02,is,87,71
2022-01-02,nb-NO,60,200
2022-01-02,cs,88,1252
2022-01-02,el,86,271
2022-01-02,hu,201,1128
2022-01-02,ka,79,12
2022-01-02,es-AR,132,888
2022-01-02,ro,67,119
2022-01-02,mk,71,13
2022-01-02,lt,62,57
2022-01-02,ms,82,8
2022-01-03,ar,113,1379
2022-01-03,de,4010,207993
2022-01-03,en-US,74458,1661255
2022-01-03,es-ES,2407,49644
2022-01-03,fa,65,477
2022-01-03,fr,1761,57101
2022-01-03,it,752,24885
2022-01-03,ko,118,1905
2022-01-03,nl,105,2274
2022-01-03,pl,269,6505
2022-01-03,ru,3866,338418
2022-01-03,tr,254,7821
2022-01-03,vi,89,123
2022-01-03,zh-CN,1096,8439
2022-01-03,??,45,910
2022-01-03,ja,139,10901
2022-01-03,my,68,3
2022-01-03,pt-BR,1139,13231
2022-01-03,th,66,6
2022-01-03,da,102,426
2022-01-03,he,73,93
2022-01-03,sv-SE,79,735
2022-01-03,zh-TW,769,50117
2022-01-03,ca,115,787
2022-01-03,ga-IE,94,4
2022-01-03,id,85,192
2022-01-03,is,81,58
2022-01-03,nb-NO,83,174
2022-01-03,cs,100,1441
2022-01-03,el,98,289
2022-01-03,hu,170,1082
2022-01-03,ka,64,9
2022-01-03,es-AR,133,1643
2022-01-03,ro,87,140
2022-01-03,mk,67,6
2022-01-03,lt,64,30
2022-01-03,ms,72,13
2022-01-04,ar,86,1460
2022-01-04,de,3873,202225
2022-01-04,en-US,71018,1685320
2022-01-04,es-ES,2313,49289
2022-01-04,fa,60,480
2022-01-04,fr,1627,55743
2022-01-04,it,661,23510
2022-01-04,ko,115,2075
2022-01-04,nl,100,2278
2022-01-04,pl,189,5989
2022-01-04,ru,3698,336278
2022-01-04,tr,204,7758
2022-01-04,vi,77,150
2022-01-04,zh-CN,1194,9362
2022-01-04,??,18,893
2022-01-04,ja,152,10251
2022-01-04,my,55,0
2022-01-04,pt-BR,1234,13103
2022-01-04,th,69,29
2022-01-04,da,73,364
2022-01-04,he,61,122
2022-01-04,sv-SE,67,780
2022-01-04,zh-TW,838,52476
2022-01-04,ca,102,822
2022-01-04,ga-IE,56,6
2022-01-04,id,66,152
2022-01-04,is,70,73
2022-01-04,nb-NO,64,155
2022-01-04,cs,91,1460
2022-01-04,el,67,285
2022-01-04,hu,179,1074
2022-01-04,ka,56,15
2022-01-04,es-AR,144,1261
2022-01-04,ro,63,133
2022-01-04,mk,61,12
2022-01-04,lt,49,35
2022-01-04,ms,52,9
2022-01-04,es-EN,0,2
2022-01-05,ar,101,1468
2022-01-05,de,3685,197625
2022-01-05,en-US,76951,1626724
2022-01-05,es-ES,2239,49014
2022-01-05,fa,51,488
2022-01-05,fr,1655,55269
2022-01-05,it,755,24205
2022-01-05,ko,96,1939
2022-01-05,nl,75,2203
2022-01-05,pl,185,6049
2022-01-05,ru,3728,335641
2022-01-05,tr,209,7910
2022-01-05,vi,68,159
2022-01-05,zh-CN,1260,9108
2022-01-05,??,17,832
2022-01-05,ja,166,10758
2022-01-05,my,57,2
2022-01-05,pt-BR,1151,13092
2022-01-05,th,55,21
2022-01-05,da,66,418
2022-01-05,he,54,123
2022-01-05,sv-SE,71,733
2022-01-05,zh-TW,834,52224
2022-01-05,ca,95,841
2022-01-05,ga-IE,42,5
2022-01-05,id,70,163
2022-01-05,is,61,52
2022-01-05,nb-NO,64,198
2022-01-05,cs,78,1369
2022-01-05,el,69,235
2022-01-05,hu,161,1139
2022-01-05,ka,50,6
2022-01-05,es-AR,133,980
2022-01-05,ro,62,138
2022-01-05,mk,47,10
2022-01-05,lt,54,37
2022-01-05,ms,51,7
2022-01-06,ar,77,1507
2022-01-06,de,3624,193377
2022-01-06,en-US,88066,1613375
2022-01-06,es-ES,2234,48081
2022-01-06,fa,52,387
2022-01-06,fr,1591,54525
2022-01-06,it,776,24162
2022-01-06,ko,114,1818
2022-01-06,nl,88,2061
2022-01-06,pl,203,6302
2022-01-06,ru,3264,327424
2022-01-06,tr,181,7916
2022-01-06,vi,48,141
2022-01-06,zh-CN,1000,9263
2022-01-06,??,22,964
2022-01-06,ja,108,11332
2022-01-06,my,81,3
2022-01-06,pt-BR,1127,13493
2022-01-06,th,77,19
2022-01-06,da,72,382
2022-01-06,he,46,112
2022-01-06,sv-SE,46,721
2022-01-06,zh-TW,793,51187
2022-01-06,ca,80,704
2022-01-06,ga-IE,39,3
2022-01-06,id,38,120
2022-01-06,is,92,73
2022-01-06,nb-NO,50,188
2022-01-06,cs,80,1334
2022-01-06,el,82,279
2022-01-06,hu,205,1090
2022-01-06,ka,64,7
2022-01-06,es-AR,151,1031
2022-01-06,ro,90,119
2022-01-06,mk,93,1
2022-01-06,lt,82,49
2022-01-06,ms,45,7
2022-01-07,ar,100,1393
2022-01-07,de,3671,197653
2022-01-07,en-US,88040,1699319
2022-01-07,es-ES,2209,50292
2022-01-07,fa,58,358
2022-01-07,fr,1713,54516
2022-01-07,it,719,24246
2022-01-07,ko,108,1946
2022-01-07,nl,103,2198
2022-01-07,pl,176,6057
2022-01-07,ru,3301,327131
2022-01-07,tr,190,8195
2022-01-07,vi,52,117
2022-01-07,zh-CN,988,9130
2022-01-07,??,31,1008
2022-01-07,ja,122,11316
2022-01-07,my,68,3
2022-01-07,pt-BR,1108,13478
2022-01-07,th,51,14
2022-01-07,da,62,396
2022-01-07,he,48,106
2022-01-07,sv-SE,76,690
2022-01-07,zh-TW,811,50488
2022-01-07,ca,82,874
2022-01-07,ga-IE,56,4
2022-01-07,id,72,150
2022-01-07,is,49,54
2022-01-07,nb-NO,52,157
2022-01-07,cs,81,1271
2022-01-07,el,85,234
2022-01-07,hu,211,1088
2022-01-07,ka,55,10
2022-01-07,es-AR,136,1006
2022-01-07,ro,127,124
2022-01-07,mk,51,5
2022-01-07,lt,117,38
2022-01-07,ms,45,14
2022-01-08,ar,113,1363
2022-01-08,de,3537,190469
2022-01-08,en-US,92196,1639750
2022-01-08,es-ES,2143,50063
2022-01-08,fa,55,493
2022-01-08,fr,1621,55506
2022-01-08,it,720,23199
2022-01-08,ko,99,2058
2022-01-08,nl,77,2214
2022-01-08,pl,179,6227
2022-01-08,ru,3510,336676
2022-01-08,tr,224,8792
2022-01-08,vi,58,96
2022-01-08,zh-CN,1389,8840
2022-01-08,??,18,766
2022-01-08,ja,124,12185
2022-01-08,my,52,1
2022-01-08,pt-BR,1093,12180
2022-01-08,th,50,17
2022-01-08,da,58,334
2022-01-08,he,40,58
2022-01-08,sv-SE,64,651
2022-01-08,zh-TW,717,49652
2022-01-08,ca,99,852
2022-01-08,ga-IE,52,5
2022-01-08,id,48,112
2022-01-08,is,46,67
2022-01-08,nb-NO,37,185
2022-01-08,cs,63,1375
2022-01-08,el,57,244
2022-01-08,hu,150,1106
2022-01-08,ka,51,9
2022-01-08,es-AR,128,850
2022-01-08,ro,58,129
2022-01-08,mk,51,5
2022-01-08,lt,54,30
2022-01-08,ms,43,14
2022-01-09,ar,127,1450
2022-01-09,de,3791,205016
2022-01-09,en-US,90050,1649161
2022-01-09,es-ES,2318,49051
2022-01-09,fa,62,467
2022-01-09,fr,1722,57323
2022-01-09,it,787,25838
2022-01-09,ko,106,2059
2022-01-09,nl,92,2067
2022-01-09,pl,203,6377
2022-01-09,ru,3339,339174
2022-01-09,tr,231,8550
2022-01-09,vi,61,99
2022-01-09,zh-CN,1505,9842
2022-01-09,??,39,849
2022-01-09,ja,136,13016
2022-01-09,my,72,3
2022-01-09,pt-BR,1002,12155
2022-01-09,th,56,19
2022-01-09,da,73,391
2022-01-09,he,61,96
2022-01-09,sv-SE,85,691
2022-01-09,zh-TW,827,51481
2022-01-09,ca,97,868
2022-01-09,ga-IE,60,4
2022-01-09,id,75,192
2022-01-09,is,64,73
2022-01-09,nb-NO,69,216
2022-01-09,cs,119,1470
2022-01-09,el,88,263
2022-01-09,hu,197,1023
2022-01-09,ka,72,20
2022-01-09,es-AR,142,1071
2022-01-09,ro,65,160
2022-01-09,mk,61,9
2022-01-09,lt,63,26
2022-01-09,ms,60,4
2022-01-10,ar,93,1337
2022-01-10,de,3474,204117
2022-01-10,en-US,88962,1684691
2022-01-10,es-ES,2510,50635
2022-01-10,fa,54,501
2022-01-10,fr,1480,57106
2022-01-10,it,667,23781
2022-01-10,ko,134,2193
2022-01-10,nl,68,2212
2022-01-10,pl,211,6082
2022-01-10,ru,3635,337832
2022-01-10,tr,233,7964
2022-01-10,vi,71,160
2022-01-10,zh-CN,1583,10598
2022-01-10,??,18,886
2022-01-10,ja,102,13462
2022-01-10,my,59,0
2022-01-10,pt-BR,1122,13236
2022-01-10,th,33,19
2022-01-10,da,66,381
2022-01-10,he,62,135
2022-01-10,sv-SE,65,712
2022-01-10,zh-TW,832,51566
2022-01-10,ca,81,877
2022-01-10,ga-IE,48,10
2022-01-10,id,72,162
2022-01-10,is,77,66
2022-01-10,nb-NO,39,189
2022-01-10,cs,120,1483
2022-01-10,el,65,317
2022-01-10,hu,144,1069
2022-01-10,ka,68,21
2022-01-10,es-AR,139,1768
2022-01-10,ro,54,156
2022-01-10,mk,65,19
2022-01-10,lt,56,27
2022-01-10,ms,96,9
2022-01-11,ar,154,1361
2022-01-11,de,4884,198039
2022-01-11,en-US,91496,1633818
2022-01-11,es-ES,2335,49202
2022-01-11,fa,87,451
2022-01-11,fr,1604,53608
2022-01-11,it,804,23354
2022-01-11,ko,275,1957
2022-01-11,nl,170,2197
2022-01-11,pl,357,5885
2022-01-11,ru,4424,330188
2022-01-11,tr,288,8252
2022-01-11,vi,116,139
2022-01-11,zh-CN,1345,10297
2022-01-11,??,51,953
2022-01-11,ja,239,11640
2022-01-11,my,94,0
2022-01-11,pt-BR,1195,12718
2022-01-11,th,99,13
2022-01-11,da,128,351
2022-01-11,he,122,120
2022-01-11,sv-SE,150,726
2022-01-11,zh-TW,1035,50808
2022-01-11,ca,108,850
2022-01-11,ga-IE,98,6
2022-01-11,id,120,138
2022-01-11,is,101,56
2022-01-11,nb-NO,106,198
2022-01-11,cs,147,1349
2022-01-11,el,131,327
2022-01-11,hu,182,1031
2022-01-11,ka,117,24
2022-01-11,es-AR,193,1875
2022-01-11,ro,118,186
2022-01-11,mk,115,7
2022-01-11,lt,109,35
2022-01-11,ms,111,8
2022-01-12,ar,139,1155
2022-01-12,de,4482,139475
2022-01-12,en-US,98847,1124042
2022-01-12,es-ES,2725,37672
2022-01-12,fa,97,372
2022-01-12,fr,1704,37903
2022-01-12,it,799,16638
2022-01-12,ko,167,1433
2022-01-12,nl,170,1626
2022-01-12,pl,259,4180
2022-01-12,ru,4247,239834
2022-01-12,tr,243,5622
2022-01-12,vi,87,55
2022-01-12,zh-CN,1395,7152
2022-01-12,??,30,895
2022-01-12,ja,343,6294
2022-01-12,my,88,3
2022-01-12,pt-BR,1141,8780
2022-01-12,th,88,9
2022-01-12,da,136,337
2022-01-12,he,103,80
2022-01-12,sv-SE,124,520
2022-01-12,zh-TW,3821,51392
2022-01-12,ca,148,730
2022-01-12,ga-IE,78,3
2022-01-12,id,114,149
2022-01-12,is,84,45
2022-01-12,nb-NO,79,139
2022-01-12,cs,139,924
2022-01-12,el,112,225
2022-01-12,hu,224,699
2022-01-12,ka,106,21
2022-01-12,es-AR,181,693
2022-01-12,ro,106,117
2022-01-12,mk,88,6
2022-01-12,lt,91,28
2022-01-12,ms,85,10
2022-01-13,ar,147,1000
2022-01-13,de,4874,110520
2022-01-13,en-US,91300,1004029
2022-01-13,es-ES,2499,27962
2022-01-13,fa,89,250
2022-01-13,fr,1752,29910
2022-01-13,it,811,13475
2022-01-13,ko,166,1119
2022-01-13,nl,165,1265
2022-01-13,pl,262,3363
2022-01-13,ru,3993,193562
2022-01-13,tr,246,4485
2022-01-13,vi,97,87
2022-01-13,zh-CN,1299,6366
2022-01-13,??,27,718
2022-01-13,ja,285,4936
2022-01-13,my,90,0
2022-01-13,pt-BR,1225,7289
2022-01-13,th,99,8
2022-01-13,da,133,212
2022-01-13,he,112,76
2022-01-13,sv-SE,132,417
2022-01-13,zh-TW,2759,49453
2022-01-13,ca,142,539
2022-01-13,ga-IE,99,3
2022-01-13,id,102,100
2022-01-13,is,103,32
2022-01-13,nb-NO,98,126
2022-01-13,cs,134,769
2022-01-13,el,115,209
2022-01-13,hu,203,662
2022-01-13,ka,86,9
2022-01-13,es-AR,193,618
2022-01-13,ro,106,69
2022-01-13,mk,102,7
2022-01-13,lt,97,18
2022-01-13,ms,94,5
2022-01-14,ar,145,877
2022-01-14,de,4272,101259
2022-01-14,en-US,84440,884113
2022-01-14,es-ES,2371,25478
2022-01-14,fa,95,204
2022-01-14,fr,1599,27272
2022-01-14,it,731,12453
2022-01-14,ko,138,1036
2022-01-14,nl,149,1104
2022-01-14,pl,254,3052
2022-01-14,ru,3812,185658
2022-01-14,tr,249,4273
2022-01-14,vi,76,65
2022-01-14,zh-CN,1240,5833
2022-01-14,??,68,610
2022-01-14,ja,219,4912
2022-01-14,my,78,2
2022-01-14,pt-BR,1103,6578
2022-01-14,th,77,8
2022-01-14,da,104,183
2022-01-14,he,80,53
2022-01-14,sv-SE,125,369
2022-01-14,zh-TW,2279,47504
2022-01-14,ca,126,453
2022-01-14,ga-IE,69,1
2022-01-14,id,84,79
2022-01-14,is,86,31
2022-01-14,nb-NO,78,93
2022-01-14,cs,156,649
2022-01-14,el,100,163
2022-01-14,hu,195,557
2022-01-14,ka,84,16
2022-01-14,es-AR,207,672
2022-01-14,ro,80,55
2022-01-14,mk,73,2
2022-01-14,lt,76,21
2022-01-14,ms,75,11
2022-01-15,ar,86,844
2022-01-15,de,3939,95543
2022-01-15,en-US,91662,915294
2022-01-15,es-ES,2099,23963
2022-01-15,fa,43,197
2022-01-15,fr,1645,25989
2022-01-15,it,703,12269
2022-01-15,ko,100,1060
2022-01-15,nl,89,1113
2022-01-15,pl,236,2875
2022-01-15,ru,3526,180967
2022-01-15,tr,253,4366
2022-01-15,vi,51,69
2022-01-15,zh-CN,1209,5415
2022-01-15,??,41,698
2022-01-15,ja,221,4798
2022-01-15,my,43,2
2022-01-15,pt-BR,975,6228
2022-01-15,th,37,11
2022-01-15,da,72,171
2022-01-15,he,57,59
2022-01-15,sv-SE,77,375
2022-01-15,zh-TW,2024,45784
2022-01-15,ca,67,441
2022-01-15,ga-IE,41,5
2022-01-15,id,61,66
2022-01-15,is,39,29
2022-01-15,nb-NO,50,84
2022-01-15,cs,74,640
2022-01-15,el,47,168
2022-01-15,hu,140,580
2022-01-15,ka,47,12
2022-01-15,es-AR,139,475
2022-01-15,ro,45,70
2022-01-15,mk,40,3
2022-01-15,lt,43,20
2022-01-15,ms,35,12
2022-01-16,ar,113,872
2022-01-16,de,3874,97076
2022-01-16,en-US,90303,833375
2022-01-16,es-ES,2340,24454
2022-01-16,fa,81,223
2022-01-16,fr,1661,26060
2022-01-16,it,804,12009
2022-01-16,ko,145,980
2022-01-16,nl,106,1049
2022-01-16,pl,280,2849
2022-01-16,ru,3513,172207
2022-01-16,tr,229,4045
2022-01-16,vi,93,48
2022-01-16,zh-CN,1346,5346
2022-01-16,??,57,701
2022-01-16,ja,218,4951
2022-01-16,my,75,0
2022-01-16,pt-BR,1038,6064
2022-01-16,th,70,2
2022-01-16,da,91,200
2022-01-16,he,82,76
2022-01-16,sv-SE,87,379
2022-01-16,zh-TW,1915,45569
2022-01-16,ca,111,426
2022-01-16,ga-IE,64,2
2022-01-16,id,85,72
2022-01-16,is,74,33
2022-01-16,nb-NO,89,112
2022-01-16,cs,104,613
2022-01-16,el,113,237
2022-01-16,hu,185,557
2022-01-16,ka,79,9
2022-01-16,es-AR,180,500
2022-01-16,ro,81,57
2022-01-16,mk,84,4
2022-01-16,lt,75,14
2022-01-16,ms,70,6
2022-01-17,ar,99,823
2022-01-17,de,3896,94909
2022-01-17,en-US,89277,809251
2022-01-17,es-ES,2290,23269
2022-01-17,fa,58,238
2022-01-17,fr,1563,26367
2022-01-17,it,725,11979
2022-01-17,ko,125,947
2022-01-17,nl,95,977
2022-01-17,pl,184,2827
2022-01-17,ru,3053,165164
2022-01-17,tr,220,3671
2022-01-17,vi,52,56
2022-01-17,zh-CN,1532,5413
2022-01-17,??,46,649
2022-01-17,ja,136,4458
2022-01-17,my,53,2
2022-01-17,pt-BR,1082,6233
2022-01-17,th,55,21
2022-01-17,da,83,168
2022-01-17,he,54,79
2022-01-17,sv-SE,77,348
2022-01-17,zh-TW,1622,42667
2022-01-17,ca,117,399
2022-01-17,ga-IE,47,4
2022-01-17,id,55,77
2022-01-17,is,55,26
2022-01-17,nb-NO,50,97
2022-01-17,cs,96,645
2022-01-17,el,66,155
2022-01-17,hu,172,543
2022-01-17,ka,59,11
2022-01-17,es-AR,122,500
2022-01-17,ro,67,67
2022-01-17,mk,57,6
2022-01-17,lt,52,18
2022-01-17,ms,57,10
2022-01-18,ar,95,955
2022-01-18,de,3487,90431
2022-01-18,en-US,79297,781057
2022-01-18,es-ES,2444,23252
2022-01-18,fa,58,205
2022-01-18,fr,1536,24891
2022-01-18,it,687,11122
2022-01-18,ko,133,949
2022-01-18,nl,119,1010
2022-01-18,pl,184,2751
2022-01-18,ru,3142,160087
2022-01-18,tr,243,3753
2022-01-18,vi,61,59
2022-01-18,zh-CN,1483,5477
2022-01-18,en,0,1
2022-01-18,??,10,603
2022-01-18,ja,119,4522
2022-01-18,my,60,2
2022-01-18,pt-BR,1111,6248
2022-01-18,th,50,12
2022-01-18,da,92,180
2022-01-18,he,62,67
2022-01-18,sv-SE,99,358
2022-01-18,zh-TW,1385,42176
2022-01-18,ca,92,400
2022-01-18,ga-IE,70,6
2022-01-18,id,84,80
2022-01-18,is,72,29
2022-01-18,nb-NO,64,100
2022-01-18,cs,99,650
2022-01-18,el,63,147
2022-01-18,hu,168,487
2022-01-18,ka,58,4
2022-01-18,es-AR,163,526
2022-01-18,ro,50,66
2022-01-18,mk,46,4
2022-01-18,lt,62,18
2022-01-18,ms,99,9
2022-01-19,ar,142,892
2022-01-19,de,3566,88636
2022-01-19,en-US,95293,775294
2022-01-19,es-ES,2321,23426
2022-01-19,fa,83,199
2022-01-19,fr,1485,24466
2022-01-19,it,720,11013
2022-01-19,ko,131,934
2022-01-19,nl,120,943
2022-01-19,pl,187,2570
2022-01-19,ru,3098,158338
2022-01-19,tr,243,3751
2022-01-19,vi,79,57
2022-01-19,zh-CN,1418,5193
2022-01-19,??,81,541
2022-01-19,ja,164,4394
2022-01-19,my,69,3
2022-01-19,pt-BR,1130,6202
2022-01-19,th,77,15
2022-01-19,da,102,169
2022-01-19,he,77,61
2022-01-19,sv-SE,98,344
2022-01-19,zh-TW,1411,40245
2022-01-19,ca,118,429
2022-01-19,ga-IE,67,4
2022-01-19,id,92,73
2022-01-19,is,80,27
2022-01-19,nb-NO,90,105
2022-01-19,cs,113,656
2022-01-19,el,85,167
2022-01-19,hu,169,530
2022-01-19,ka,86,1
2022-01-19,es-AR,196,464
2022-01-19,ro,86,64
2022-01-19,mk,79,8
2022-01-19,lt,84,22
2022-01-19,ms,65,8
2022-01-20,ar,101,813
2022-01-20,de,3629,87872
2022-01-20,en-US,80792,767181
2022-01-20,es-ES,2355,23353
2022-01-20,fa,75,242
2022-01-20,fr,1441,24300
2022-01-20,it,717,11039
2022-01-20,ko,109,915
2022-01-20,nl,110,954
2022-01-20,pl,154,2588
2022-01-20,ru,3041,161483
2022-01-20,tr,205,3538
2022-01-20,vi,65,63
2022-01-20,zh-CN,1324,5060
2022-01-20,??,36,700
2022-01-20,ja,137,4191
2022-01-20,my,63,4
2022-01-20,pt-BR,1129,6166
2022-01-20,th,67,13
2022-01-20,da,95,168
2022-01-20,he,59,62
2022-01-20,sv-SE,85,367
2022-01-20,zh-TW,1176,38829
2022-01-20,ca,88,429
2022-01-20,ga-IE,64,3
2022-01-20,id,78,71
2022-01-20,is,59,32
2022-01-20,nb-NO,60,93
2022-01-20,cs,79,595
2022-01-20,el,65,132
2022-01-20,hu,158,469
2022-01-20,ka,55,5
2022-01-20,es-AR,147,588
2022-01-20,ro,66,64
2022-01-20,mk,70,2
2022-01-20,lt,52,12
2022-01-20,ms,45,10
2022-01-21,ar,88,832
2022-01-21,de,3452,88702
2022-01-21,en-US,89635,769839
2022-01-21,es-ES,2266,22757
2022-01-21,fa,54,175
2022-01-21,fr,1506,23832
2022-01-21,it,688,10900
2022-01-21,ko,93,910
2022-01-21,nl,96,980
2022-01-21,pl,198,2596
2022-01-21,ru,3210,164207
2022-01-21,tr,220,3671
2022-01-21,vi,65,59
2022-01-21,zh-CN,1306,5120
2022-01-21,??,30,648
2022-01-21,ja,146,4458
2022-01-21,my,65,2
2022-01-21,pt-BR,1042,6057
2022-01-21,th,60,8
2022-01-21,da,77,158
2022-01-21,he,59,37
2022-01-21,sv-SE,74,313
2022-01-21,zh-TW,1127,37904
2022-01-21,ca,99,401
2022-01-21,ga-IE,39,3
2022-01-21,id,54,56
2022-01-21,is,59,32
2022-01-21,nb-NO,58,98
2022-01-21,cs,93,568
2022-01-21,el,65,141
2022-01-21,hu,106,505
2022-01-21,ka,67,5
2022-01-21,es-AR,155,1125
2022-01-21,ro,61,51
2022-01-21,mk,64,6
2022-01-21,en-UC,0,2
2022-01-21,lt,72,20
2022-01-21,ms,58,11
2022-01-22,ar,86,734
2022-01-22,de,3474,86231
2022-01-22,en-US,88100,760474
2022-01-22,es-ES,2190,21974
2022-01-22,fa,65,201
2022-01-22,fr,1467,23201
2022-01-22,it,767,11198
2022-01-22,ko,121,903
2022-01-22,nl,110,971
2022-01-22,pl,205,2537
2022-01-22,ru,3339,163158
2022-01-22,tr,247,3894
2022-01-22,vi,63,52
2022-01-22,zh-CN,1279,4984
2022-01-22,??,17,961
2022-01-22,ja,160,4769
2022-01-22,my,61,1
2022-01-22,pt-BR,1089,5778
2022-01-22,th,56,7
2022-01-22,da,76,130
2022-01-22,he,83,50
2022-01-22,sv-SE,102,391
2022-01-22,zh-TW,1133,37100
2022-01-22,ca,90,369
2022-01-22,ga-IE,57,4
2022-01-22,id,62,70
2022-01-22,is,79,23
2022-01-22,nb-NO,65,99
2022-01-22,cs,97,593
2022-01-22,el,50,136
2022-01-22,hu,114,517
2022-01-22,ka,60,7
2022-01-22,es-AR,162,501
2022-01-22,ro,67,64
2022-01-22,mk,60,4
2022-01-22,lt,62,22
2022-01-22,ms,66,12
2022-01-23,ar,99,835
2022-01-23,de,3647,89505
2022-01-23,en-US,87806,763839
2022-01-23,es-ES,2301,23048
2022-01-23,fa,59,192
2022-01-23,fr,1632,23508
2022-01-23,it,753,11645
2022-01-23,ko,114,921
2022-01-23,nl,107,923
2022-01-23,pl,231,2756
2022-01-23,ru,3025,159760
2022-01-23,tr,260,3732
2022-01-23,vi,57,41
2022-01-23,zh-CN,1299,4733
2022-01-23,??,57,814
2022-01-23,ja,173,4527
2022-01-23,my,70,1
2022-01-23,pt-BR,1124,5560
2022-01-23,th,55,4
2022-01-23,da,84,150
2022-01-23,he,61,59
2022-01-23,sv-SE,69,359
2022-01-23,zh-TW,991,36384
2022-01-23,ca,110,415
2022-01-23,ga-IE,59,4
2022-01-23,id,92,54
2022-01-23,is,70,26
2022-01-23,nb-NO,64,91
2022-01-23,cs,107,575
2022-01-23,el,75,165
2022-01-23,hu,128,488
2022-01-23,ka,65,7
2022-01-23,es-AR,174,469
2022-01-23,ro,85,76
2022-01-23,mk,59,5
2022-01-23,lt,56,26
2022-01-23,ms,62,3
2022-01-24,ar,107,825
2022-01-24,de,3478,88289
2022-01-24,en-US,87750,783645
2022-01-24,es-ES,2375,22039
2022-01-24,fa,90,212
2022-01-24,fr,1601,23791
2022-01-24,it,714,10787
2022-01-24,ko,162,953
2022-01-24,nl,138,1020
2022-01-24,pl,196,2638
2022-01-24,ru,3132,156877
2022-01-24,tr,313,3534
2022-01-24,vi,98,47
2022-01-24,zh-CN,1339,4873
2022-01-24,??,38,565
2022-01-24,ja,160,4310
2022-01-24,my,58,0
2022-01-24,pt-BR,1276,6045
2022-01-24,th,62,13
2022-01-24,da,94,144
2022-01-24,he,86,50
2022-01-24,sv-SE,99,339
2022-01-24,zh-TW,898,34557
2022-01-24,ca,123,408
2022-01-24,ga-IE,63,1
2022-01-24,id,94,68
2022-01-24,is,109,27
2022-01-24,nb-NO,95,103
2022-01-24,cs,118,622
2022-01-24,el,79,143
2022-01-24,hu,150,541
2022-01-24,ka,85,6
2022-01-24,es-AR,160,482
2022-01-24,ro,68,80
2022-01-24,mk,78,2
2022-01-24,lt,82,25
2022-01-24,ms,98,8
2022-01-25,ar,148,856
2022-01-25,de,3479,88223
2022-01-25,en-US,88307,787641
2022-01-25,es-ES,2757,22508
2022-01-25,fa,151,198
2022-01-25,fr,1530,23595
2022-01-25,it,637,10380
2022-01-25,ko,188,884
2022-01-25,nl,155,1008
2022-01-25,pl,212,2618
2022-01-25,ru,3235,163903
2022-01-25,tr,308,3739
2022-01-25,vi,153,60
